"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"927","Marat Khusnutdinov","BOS, MIN","C","91","33.233333333333","1","1","0","1","2","66.67","2","50.00","0.49","4","4","3","2","0","0","0","0","0","0","0","0","3","1","0","1","0","2","7","22.22"
"931","Gage Goncalves","T.B","C","62","28.166666666667","1","1","1","0","2","66.67","5","20.00","0.67","6","6","5","4","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"1016","Conor Geekie","T.B","C","52","38.666666666667","1","1","0","1","2","66.67","5","20.00","0.39","13","5","2","2","0","1","0","0","0","0","0","0","2","0","0","4","0","0","4","0.00"
"1027","Jonathan Lekkerimaki","VAN","R","24","45.666666666667","0","2","0","2","2","28.57","4","0.00","0.53","7","7","3","0","1","0","0","0","0","0","0","0","0","1","1","2","0","0","0","-"
"1034","Ivan Miroshnichenko","WSH","L","39","30.55","0","2","1","1","2","50.00","1","0.00","0.31","4","2","3","2","0","0","2","1","1","0","0","0","1","0","0","0","0","0","0","-"
"1083","Akito Hirose","VAN","D","10","13.5","0","2","1","1","2","100.00","2","0.00","0.1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"1095","Artyom Levshunov","CHI","D","18","26.9","0","2","1","1","2","33.33","4","0.00","0.36","11","5","7","0","1","1","2","1","1","0","0","0","1","0","1","2","1","0","0","-"
"26","Patric Hornqvist","FLA","R","22","48.65","0","1","1","0","1","50.00","7","0.00","1.85","14","12","12","7","0","3","0","0","0","0","0","1","0","1","5","3","0","1","0","100.00"
"36","Jordan Staal","CAR","C","236","41.216666666667","0","1","1","0","1","33.33","1","0.00","0.35","5","4","4","2","0","0","0","0","0","0","0","0","0","0","0","2","1","50","39","56.18"
"43","Nick Bonino","NYR, PIT, S.J","C","107","98.166666666667","0","1","0","1","1","25.00","9","0.00","1.06","16","11","12","2","0","2","0","0","0","0","0","0","2","2","0","0","0","20","14","58.82"
"60","Jakub Voracek","CBJ","R","11","34.916666666667","1","0","0","0","1","100.00","7","14.29","0.89","8","8","5","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"72","Tyler Myers","VAN","D","226","78.683333333333","0","1","0","1","1","20.00","7","0.00","0.65","26","15","8","1","1","0","0","0","0","0","0","0","1","2","2","2","1","0","0","-"
"79","Travis Hamonic","OTT","D","182","10.533333333333","0","1","1","0","1","50.00","2","0.00","0.09","4","3","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"107","Dmitry Kulikov","ANA, FLA, PIT","D","213","15.783333333333","0","1","0","1","1","33.33","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"108","Nick Leddy","STL","D","191","48.783333333333","0","1","1","0","1","50.00","2","0.00","0.14","3","2","2","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","-"
"110","Brayden McNabb","VGK","D","246","8.75","0","1","1","0","1","100.00","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"124","Ben Chiarot","DET","D","234","53.95","0","1","1","0","1","33.33","6","0.00","0.47","18","9","4","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","-"
"134","Chris Tanev","CGY, DAL, TOR","D","215","25.083333333333","0","1","0","1","1","50.00","1","0.00","0.05","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"149","Derek Forbort","BOS, VAN","D","143","6.6833333333333","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"168","Sam Carrick","ANA, EDM, NYR","C","209","55.283333333333","1","0","0","0","1","25.00","10","10.00","2.17","17","13","12","11","0","2","0","0","0","0","0","0","3","0","5","2","0","20","15","57.14"
"173","Michael Sgarbossa","WSH","C","28","8.1833333333333","0","1","1","0","1","33.33","2","0.00","0.21","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","50.00"
"178","Josh Manson","COL","D","151","5.4666666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"181","Dylan DeMelo","WPG","D","239","21.383333333333","0","1","1","0","1","33.33","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","-"
"184","Sean Kuraly","CBJ","C","215","18.8","1","0","0","0","1","50.00","3","33.33","0.44","4","4","4","3","0","0","0","0","0","0","0","0","0","0","1","0","0","19","11","63.33"
"198","Brett Ritchie","ARI, CGY","R","50","9.5333333333333","0","1","1","0","1","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"199","Joel Edmundson","L.A, MTL, TOR, WSH","D","187","17.816666666667","0","1","0","1","1","33.33","2","0.00","0.06","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"212","Jonas Brodin","MIN","D","172","76.433333333333","0","1","0","1","1","33.33","12","0.00","0.67","19","12","3","1","0","1","0","0","0","0","0","0","0","0","3","1","0","0","0","-"
"232","Mathew Dumba","ARI, DAL, MIN, T.B","D","218","65.783333333333","0","1","0","1","1","14.29","5","0.00","0.35","15","8","1","0","0","2","12","2","1","0","1","0","3","1","6","1","0","0","0","-"
"233","Phillip Di Giuseppe","VAN","L","101","10.883333333333","0","1","0","1","1","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","-"
"238","Mark Jankowski","CAR, NSH","C, L","142","27.3","0","1","1","0","1","33.33","1","0.00","0.35","3","2","3","2","0","0","14","3","2","0","1","1","2","1","0","0","0","10","9","52.63"
"241","Zemgus Girgensons","BUF, T.B","C, L","225","12.466666666667","0","1","1","0","1","100.00","2","0.00","0.55","2","2","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","4","3","57.14"
"253","Esa Lindell","DAL","D","244","32.433333333333","1","0","0","0","1","50.00","3","33.33","0.23","4","3","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"259","Adam Pelech","NYI","D","179","22.933333333333","0","1","0","1","1","50.00","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"273","Brett Kulak","EDM","D","246","32.683333333333","0","1","0","1","1","33.33","2","0.00","0.1","8","3","4","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","-"
"276","Matthew Benning","S.J","D","98","63.883333333333","0","1","1","0","1","33.33","2","0.00","0.08","7","2","4","0","0","0","4","2","2","0","0","0","0","1","2","0","0","0","0","-"
"290","Kyle Burroughs","L.A, S.J, VAN","D","154","30.916666666667","0","1","0","1","1","100.00","3","0.00","0.15","6","3","4","1","0","1","2","1","1","0","0","1","0","0","0","2","3","0","0","-"
"300","Hudson Fasching","NYI","R","137","20.933333333333","0","1","1","0","1","50.00","0","-","0.12","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","-"
"323","Nic Petan","MIN","C","16","8.8166666666667","0","1","0","1","1","100.00","1","0.00","0.2","3","2","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"325","Justin Bailey","S.J","R","59","14.066666666667","0","1","1","0","1","100.00","0","-","0.36","4","3","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0.00"
"329","Zachary Sanford","ARI, CHI, NSH","L","45","37.966666666667","0","1","1","0","1","33.33","4","0.00","0.68","8","6","6","3","0","0","2","1","1","0","0","0","1","0","1","5","0","1","0","100.00"
"345","Nikita Zadorov","BOS, CGY, VAN","D","238","43.333333333333","0","1","0","1","1","50.00","6","0.00","0.26","9","6","2","0","0","0","2","1","1","0","0","0","0","0","2","0","0","0","0","-"
"353","Trevor van Riemsdyk","WSH","D","227","32.333333333333","0","1","1","0","1","33.33","3","0.00","0.18","3","3","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","-"
"360","Tomas Nosek","BOS, FLA, N.J","L","161","11.1","1","0","0","0","1","33.33","1","100.00","0.12","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","8","9","47.06"
"409","Oskar Lindblom","S.J","L","74","35","0","1","1","0","1","100.00","3","0.00","0.25","5","3","3","1","0","0","2","1","1","0","0","0","1","0","0","1","0","0","0","-"
"413","Sammy Blais","NYR, STL","L","124","72.366666666667","0","1","0","1","1","16.67","9","0.00","1.01","11","10","9","6","1","0","2","1","1","0","0","0","2","0","8","6","0","0","0","-"
"417","Jake Evans","MTL","C","218","22.133333333333","1","0","0","0","1","100.00","2","50.00","0.38","3","2","3","2","0","0","0","0","0","0","0","0","0","0","0","1","0","23","16","58.97"
"428","Jonas Siegenthaler","N.J","D","192","14.75","1","0","0","0","1","100.00","1","100.00","0.35","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","-"
"435","Anthony Richard","BOS, MTL, PHI","C","37","25.8","0","1","1","0","1","100.00","4","0.00","0.59","5","5","5","3","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","-"
"446","Christian Fischer","ARI, CBJ, DET","R","205","29.416666666667","0","1","1","0","1","33.33","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","33.33"
"481","Austin Czarnik","DET","C","63","18.9","0","1","1","0","1","100.00","0","-","0.06","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","4","2","66.67"
"490","Denis Malgin","COL, TOR","C","65","42.366666666667","0","1","0","1","1","50.00","6","0.00","0.95","12","9","8","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"491","Christian Wolanin","VAN","D","16","16.05","0","1","0","1","1","20.00","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"492","Alexandre Carrier","MTL, NSH","D","195","64.066666666667","0","1","0","1","1","20.00","6","0.00","0.4","14","7","6","0","0","1","2","1","1","0","0","0","0","0","1","5","1","0","0","-"
"493","Ryan Shea","PIT","D","70","2.95","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"503","Steven Lorentz","FLA, S.J, TOR","C","198","30","1","0","0","0","1","50.00","4","25.00","0.73","4","4","4","4","0","2","0","0","0","0","0","0","1","0","0","1","0","7","4","63.64"
"504","Matt Roy","L.A, WSH","D","232","29.5","0","1","1","0","1","33.33","2","0.00","0.14","8","3","4","0","0","1","2","1","1","0","0","0","0","0","1","0","1","0","0","-"
"511","Ryan Lomberg","CGY, FLA","L","237","21.683333333333","1","0","0","0","1","100.00","4","25.00","0.72","5","5","3","2","0","2","10","1","0","0","1","0","0","0","1","0","0","2","0","100.00"
"520","Maxime Lajoie","CAR, TOR","D","10","2.9166666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"536","Jesse Puljujarvi","CAR, EDM, FLA, PIT","R","128","81.75","0","1","0","1","1","20.00","15","0.00","2.73","28","24","17","11","0","7","0","0","0","0","0","0","2","1","6","3","0","0","0","-"
"549","Max Jones","ANA, BOS, EDM","L","147","61.533333333333","0","1","0","1","1","20.00","9","0.00","1.63","16","15","9","5","0","0","4","2","2","0","0","0","1","0","2","6","0","1","2","33.33"
"552","Dante Fabbro","CBJ, NSH","D","203","34.833333333333","0","1","1","0","1","50.00","3","0.00","0.35","10","7","2","0","0","0","2","1","1","0","0","0","1","0","1","1","0","0","0","-"
"562","Noah Gregor","OTT, S.J, TOR","C, L","172","30.55","1","0","0","0","1","50.00","3","33.33","0.76","9","6","6","3","0","0","4","2","2","0","0","0","0","0","2","2","0","2","5","28.57"
"566","Jake Bean","CBJ, CGY","D","150","26.133333333333","0","1","0","1","1","50.00","3","0.00","0.23","7","5","2","0","0","2","0","0","0","0","0","0","0","1","0","1","0","0","0","-"
"569","Nathan Bastian","N.J","R","156","81.666666666667","1","0","0","0","1","10.00","11","9.09","2.96","17","15","15","14","0","2","9","3","2","1","0","2","2","0","4","7","0","1","3","25.00"
"579","Rem Pitlick","CHI, MTL","C","55","69.633333333333","1","0","0","0","1","100.00","6","16.67","1.43","8","8","7","4","0","2","2","1","1","0","0","0","2","1","3","4","0","1","1","50.00"
"587","Michael Pezzetta","MTL","L","149","3.9","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"605","Justin Danforth","CBJ","R","138","69.7","0","1","1","0","1","100.00","8","0.00","1.76","17","15","14","7","0","1","0","0","0","0","0","1","1","1","0","3","0","7","11","38.89"
"608","Gavin Bayreuther","CBJ","D","51","15.5","0","1","1","0","1","100.00","3","0.00","0.15","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"616","Mario Ferraro","S.J","D","228","79.033333333333","0","1","0","1","1","50.00","6","0.00","0.41","16","9","6","1","0","3","0","0","0","0","0","0","1","2","1","1","1","0","0","-"
"622","Jaret Anderson-Dolan","L.A, NSH, WPG","C","84","17.233333333333","0","1","1","0","1","50.00","1","0.00","0.1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"624","Mikey Anderson","L.A","D","228","18.866666666667","1","0","0","0","1","33.33","2","50.00","0.22","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"639","MacKenzie Entwistle","CHI","R","133","100.68333333333","0","1","1","0","1","20.00","8","0.00","1.5","18","15","14","7","1","2","0","0","0","0","0","0","2","0","0","6","1","10","11","47.62"
"656","Ian Mitchell","BOS, CHI","D","63","61.083333333333","0","1","0","1","1","50.00","6","0.00","0.38","11","8","3","0","0","1","0","0","0","0","0","1","0","0","0","2","0","0","0","-"
"680","Olle Lycksell","PHI","R","45","25.883333333333","0","1","0","1","1","50.00","2","0.00","0.14","2","2","1","1","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","-"
"704","Sheldon Rempal","VGK","R","10","4.2333333333333","1","0","0","0","1","100.00","1","100.00","0.07","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"714","Mattias Samuelsson","BUF","D","158","10.383333333333","0","1","1","0","1","100.00","0","-","0.03","2","1","1","0","0","2","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"718","Martin Kaut","COL, S.J","R","36","34.033333333333","1","0","0","0","1","100.00","4","25.00","0.61","9","7","5","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0.00"
"726","Ty Emberson","EDM, S.J","D","106","8.1833333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"738","Kevin Bahl","CGY, N.J","D","197","13.95","1","0","0","0","1","100.00","3","33.33","0.11","3","3","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"749","Jordan Harris","CBJ, MTL","D","154","11.7","0","1","0","1","1","100.00","1","0.00","0.06","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"754","Jordan Gross","NSH","D","15","33.583333333333","1","0","0","0","1","50.00","4","25.00","0.51","10","7","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"765","Ruslan Iskhakov","NYI","C","1","1.4833333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"774","Jesse Ylonen","MTL","R","96","92.65","1","0","0","0","1","33.33","13","7.69","1.16","24","18","12","2","0","2","0","0","0","0","0","0","0","2","2","6","0","0","0","-"
"785","Jake Christiansen","CBJ","D","104","13.2","0","1","1","0","1","100.00","2","0.00","0.07","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"790","Samuel Fagemo","L.A, NSH","L","17","10","1","0","0","0","1","50.00","3","33.33","0.18","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"791","Jacob Lucchini","MIN, NSH, OTT","C","54","13.766666666667","1","0","0","0","1","33.33","3","33.33","0.36","4","4","3","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"793","Mason Morelli","VGK","L","10","2.3166666666667","1","0","0","0","1","100.00","1","100.00","0.12","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","100.00"
"795","Blake Lizotte","L.A, PIT","C","202","15.816666666667","1","0","0","0","1","33.33","2","50.00","0.18","3","3","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","8","15","34.78"
"803","Kaedan Korczak","VGK","D","76","10.3","0","1","0","1","1","50.00","2","0.00","0.08","5","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"805","Alex Turcotte","L.A","C","92","59.833333333333","1","0","0","0","1","33.33","8","12.50","1.47","14","11","12","6","0","2","0","0","0","0","0","1","6","0","1","2","0","6","4","60.00"
"808","Nils Hoglander","VAN","L","177","98.066666666667","0","1","1","0","1","20.00","12","0.00","1.99","20","14","14","7","1","2","0","0","0","0","0","0","3","0","5","2","1","0","0","-"
"811","Samuel Bolduc","NYI","D","52","31.6","1","0","0","0","1","100.00","6","16.67","0.33","10","7","3","0","0","1","0","0","0","0","0","0","2","0","1","0","0","0","0","-"
"834","Sam Poulin","PIT","R","13","3.8","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"854","Aliaksei Protas","WSH","C","212","35.3","0","1","1","0","1","20.00","2","0.00","0.93","5","4","5","4","0","2","2","1","1","0","0","0","2","0","0","2","0","0","2","0.00"
"861","Zac Jones","NYR","D","93","83.983333333333","0","1","0","1","1","33.33","8","0.00","1.15","24","20","9","1","0","3","2","1","1","0","0","0","2","4","0","1","3","0","0","-"
"865","Nick Abruzzese","TOR","C","2","1.5666666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"891","Tyler Kleven","OTT","D","96","19.183333333333","0","1","0","1","1","inf","5","0.00","0.42","11","8","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"910","Lukas Cormier","VGK","D","2","6.2","0","1","1","0","1","100.00","1","0.00","0.04","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"933","Rory Kerins","CGY","C","5","6.3833333333333","0","1","0","1","1","100.00","1","0.00","0.48","4","2","4","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"937","Artem Zub","OTT","D","178","22.216666666667","0","1","0","1","1","100.00","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","-"
"941","Mikael Pyyhtia","CBJ","L","66","8.25","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"966","Aatu Raty","NYI, VAN","C","48","13.083333333333","0","1","1","0","1","100.00","3","0.00","0.23","5","4","3","0","0","1","2","1","1","0","0","0","0","0","1","0","0","11","5","68.75"
"972","Stanislav Svozil","CBJ","D","2","3.3666666666667","0","1","0","1","1","100.00","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"980","Zachary L'Heureux","NSH","L","62","24.633333333333","0","1","0","1","1","33.33","8","0.00","1.31","8","8","7","6","0","4","0","0","0","0","0","0","1","0","1","3","0","0","0","-"
"988","Fabian Lysell","BOS","R","12","11.933333333333","1","0","0","0","1","100.00","1","100.00","0.11","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"991","Oliver Kapanen","MTL","C","18","21.566666666667","0","1","0","1","1","100.00","0","-","0.36","5","3","4","0","0","1","0","0","0","0","0","0","0","0","0","2","0","4","7","36.36"
"993","Nikita Chibrikov","WPG","R","5","6.6666666666667","0","1","0","1","1","50.00","2","0.00","0.18","3","2","1","1","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"1002","Tyson Kozak","BUF","C","21","0.63333333333333","1","0","0","0","1","100.00","1","100.00","0.2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","66.67"
"1009","Taylor Ward","L.A","R","1","1.0666666666667","1","0","0","0","1","100.00","2","50.00","0.47","2","2","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"1014","Luca Del Bel Belluz","CBJ","C","16","12.116666666667","0","1","0","1","1","100.00","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","50.00"
"1028","Cam Lund","S.J","C","11","10.8","1","0","0","0","1","100.00","1","100.00","0.06","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","100.00"
"1032","Fraser Minten","BOS, TOR","C","25","18.133333333333","0","1","1","0","1","100.00","2","0.00","0.72","5","5","5","5","0","2","0","0","0","0","0","0","2","0","1","0","0","4","6","40.00"
"1038","Liam Ohgren","MIN","L","28","31.75","0","1","1","0","1","33.33","3","0.00","0.47","7","4","4","1","0","1","2","1","1","0","0","0","1","0","0","3","0","0","0","-"
"1041","Matthew Poitras","BOS","C","66","63.85","0","1","1","0","1","50.00","6","0.00","0.65","12","10","6","0","0","0","0","0","0","0","0","1","2","1","0","4","1","5","3","62.50"
"1044","Jimmy Snuggerud","STL","R","7","14.75","1","0","0","0","1","25.00","3","33.33","1.24","7","7","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"1052","Ethen Frank","WSH","C","24","14.65","0","1","0","1","1","25.00","0","-","0.09","3","1","2","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","-"
"1060","Victor Mancini","NYR, VAN","D","31","3.4666666666667","1","0","0","0","1","100.00","1","100.00","0.07","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"1070","Luca Cagnoni","S.J","D","6","18.216666666667","0","1","0","1","1","50.00","2","0.00","0.24","4","2","3","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","-"
"1","Eric Staal","FLA","C","72","18.616666666667","0","0","0","0","0","0.00","3","0.00","0.19","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","6","13","31.58"
"9","Mark Giordano","TOR","D","124","64.7","0","0","0","0","0","0.00","5","0.00","0.42","18","8","8","2","1","1","8","4","4","0","0","1","1","0","0","5","1","0","0","-"
"15","Alexander Edler","L.A","D","64","3.6","0","0","0","0","0","0.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"18","Jack Johnson","CBJ, CHI, COL","D","204","8.1333333333333","0","0","0","0","0","0.00","1","0.00","0.09","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"20","Marc Staal","FLA, PHI","D","117","5.95","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"22","Andrew Cogliano","COL","C","154","3.5","0","0","0","0","0","-","1","0.00","0.06","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"23","Marc-Edouard Vlasic","S.J","D","162","8.1","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"25","Ryan Reaves","MIN, NYR, TOR","R","157","5.7333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","5","1","0","1","0","1","0","0","1","0","0","0","0","-"
"29","Erik Johnson","BUF, COL, PHI","D","166","3.1666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"32","Milan Lucic","BOS, CGY","L","81","19.783333333333","0","0","0","0","0","0.00","1","0.00","0.19","5","3","1","1","0","0","0","0","0","0","0","0","1","1","2","3","0","0","1","0.00"
"33","Cal Clutterbuck","NYI","R","131","6.6833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"44","Ian Cole","T.B, UTA, VAN","D","238","14.65","0","0","0","0","0","0.00","1","0.00","0.05","1","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","-"
"45","Justin Braun","PHI","D","51","2.4","0","0","0","0","0","0.00","0","-","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"51","Brad Malone","EDM","C","10","0.76666666666667","0","0","0","0","0","-","1","0.00","0.11","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","100.00"
"52","Brendan Smith","DAL, N.J","D","155","5.9","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","5","1","0","1","0","1","0","0","0","1","0","0","0","-"
"55","Robert Bortuzzo","NYI, STL, UTA","D","87","2.2666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"61","Jake Muzzin","TOR","D","4","0.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"64","Wayne Simmonds","TOR","R","18","0.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"65","Nick Holden","OTT","D","65","3.4166666666667","0","0","0","0","0","-","1","0.00","0.11","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"69","Zach Bogosian","MIN, T.B","D","192","9.9166666666667","0","0","0","0","0","-","2","0.00","0.06","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"70","Luke Schenn","NSH, TOR, VAN, WPG","D","209","9.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"78","Zac Dalpe","FLA","C","14","1.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","100.00"
"80","Derek Stepan","CAR","C","73","4.0833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0.00"
"81","Marco Scandella","STL","D","85","2.7333333333333","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"84","TJ Brodie","CHI, TOR","D","190","13.35","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"87","Matt Martin","NYI","L","170","7.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0","1","0","0","1","2","33.33"
"90","Jordie Benn","TOR","D","12","1.0666666666667","0","0","0","0","0","-","0","-","0.03","1","1","0","0","0","1","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"105","Calvin de Haan","CAR, COL, NYR, T.B","D","159","4.1166666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"106","Zack Kassian","ARI","R","51","0.083333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"115","Brian Dumoulin","ANA, N.J, PIT, SEA","D","242","17.85","0","0","0","0","0","-","1","0.00","0.04","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
