"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"154","Nick Bjugstad","ARI, EDM, UTA","C","220","3402.3166666667","47","46","27","19","93","57.76","426","11.03","51.4","748","618","434","209","30","70","109","49","47","1","1","41","104","77","390","250","116","1354","1444","48.39"
"716","Noah Cates","PHI","L","219","3509.3833333333","35","58","34","24","93","64.14","295","11.86","41.77","569","427","367","206","15","66","26","13","13","0","0","31","50","114","225","258","145","1056","1433","42.43"
"751","Philipp Kurashev","CHI","C","196","3345.5","34","59","40","19","93","67.39","298","11.41","34.78","601","440","333","145","18","55","51","24","23","1","0","38","78","98","95","172","95","309","361","46.12"
"908","Ilya Mikheyev","CHI, VAN","R","204","3144.7166666667","44","49","26","23","93","61.18","376","11.70","40.65","599","497","372","203","22","55","22","11","11","0","0","30","80","52","97","143","47","11","40","21.57"
"1042","Luke Hughes","N.J","D","155","3295.5166666667","17","76","37","39","93","52.84","258","6.59","15.1","733","380","244","34","17","61","44","22","22","0","0","27","155","76","44","270","115","0","1","0.00"
"327","Andre Burakovsky","SEA","L","177","2664.1833333333","30","62","38","24","92","63.89","312","9.62","28.47","632","446","338","100","16","46","40","19","19","0","0","31","66","73","63","218","54","6","12","33.33"
"500","Ivan Provorov","CBJ, PHI","D","246","5620.2","18","74","34","40","92","36.95","322","5.59","16.13","764","474","222","36","19","55","75","36","35","1","0","34","245","85","191","377","416","0","0","-"
"284","Jaccob Slavin","CAR","D","237","5092.6666666667","19","72","28","44","91","37.30","392","4.85","19.42","956","641","277","50","35","108","24","12","12","0","0","22","150","220","112","329","347","0","0","-"
"287","Erik Gustafsson","DET, NYR, TOR, WSH","D","206","3684.75","15","76","45","31","91","45.96","282","5.32","15.35","697","462","191","31","15","54","78","36","34","2","0","24","160","62","143","338","170","0","0","-"
"855","Bowen Byram","BUF, COL","D","197","4265.0333333333","28","63","28","35","91","41.74","243","11.52","19.48","554","363","197","52","8","42","137","60","56","3","1","30","137","48","250","419","267","0","0","-"
"120","Dmitry Orlov","BOS, CAR, WSH","D","224","4427.55","19","71","28","43","90","43.90","370","5.14","20.87","868","559","280","42","18","66","82","37","36","0","1","41","183","77","354","223","200","0","0","-"
"374","Frederick Gaudreau","MIN","C","231","3533.9","42","48","29","19","90","65.22","353","11.90","33.18","590","461","284","119","26","42","30","15","15","0","0","16","89","83","113","164","149","1302","1357","48.97"
"736","Sean Durzi","ARI, L.A, UTA","D","178","3770.6666666667","22","68","25","43","90","39.65","291","7.56","17.6","731","428","257","48","18","59","132","56","51","4","1","32","174","54","127","302","243","0","0","-"
"888","Connor McMichael","WSH","C","168","2710.3833333333","44","46","23","23","90","62.07","315","13.97","46.78","578","457","379","207","18","76","88","37","34","2","1","28","94","60","86","130","78","423","561","42.99"
"907","Alex Newhook","COL, MTL","C","219","3315.9333333333","44","46","22","24","90","55.56","319","13.79","42.97","637","469","427","195","15","46","64","32","32","0","0","27","88","62","185","292","86","676","877","43.53"
"118","Tomas Tatar","COL, N.J, SEA","L","226","2932.8833333333","36","53","22","31","89","55.28","291","12.37","43.18","565","422","380","191","18","62","70","35","35","0","0","29","89","61","164","208","45","32","50","39.02"
"264","Colton Parayko","STL","D","225","5293.9666666667","30","59","24","35","89","39.56","412","7.28","19.98","816","572","212","41","22","53","61","29","28","1","0","19","183","159","321","368","498","0","0","-"
"377","Aaron Ekblad","FLA","D","178","4041.6833333333","21","68","35","33","89","36.18","420","5.00","27.03","893","611","276","62","19","95","169","74","71","1","2","38","148","66","251","160","194","0","0","-"
"789","Rasmus Sandin","TOR, WSH","D","221","4382.0333333333","14","74","36","38","88","37.77","238","5.88","13.98","593","364","170","31","18","48","86","37","33","4","0","27","150","74","303","451","307","0","0","-"
"419","Danton Heinen","BOS, PIT, VAN","L","218","2831.65","34","53","29","24","87","67.97","296","11.49","35.84","541","413","322","156","28","48","71","30","28","1","1","14","88","76","240","229","108","32","50","39.02"
"244","Hampus Lindholm","BOS","D","170","3909.4166666667","16","70","32","38","86","38.74","292","5.48","17.2","606","388","198","46","20","54","123","55","53","1","1","34","142","74","132","340","203","0","0","-"
"276","Damon Severson","CBJ, N.J","D","218","4367.0666666667","22","64","34","30","86","40.00","281","7.83","18.44","658","410","234","51","24","60","136","61","58","2","1","27","159","92","132","180","198","0","0","-"
"277","Colton Sissons","NSH","C","235","3674.1666666667","34","52","31","21","86","57.33","298","11.41","45.67","570","462","372","208","23","57","80","40","40","0","0","44","90","85","400","236","185","1553","1355","53.40"
"572","Trent Frederic","BOS, EDM","C","219","2865.3333333333","43","43","24","19","86","67.19","321","13.40","41.45","586","453","369","179","29","77","170","58","40","18","0","51","80","53","465","329","115","249","327","43.23"
"981","Luke Evangelista","NSH","R","172","2457.45","33","53","32","21","86","64.18","360","9.17","37.75","567","455","339","172","24","45","46","22","22","0","0","42","92","69","67","238","41","1","6","14.29"
"901","Pavel Dorofeyev","VGK","L","147","2235.3333333333","55","30","17","13","85","61.15","391","14.07","44.39","678","545","401","158","19","70","48","23","23","0","0","19","75","48","49","153","68","5","16","23.81"
"432","Victor Olofsson","BUF, VGK","L","182","2478.5166666667","50","34","20","14","84","59.15","336","14.88","31.83","611","461","299","92","17","41","24","12","12","0","0","20","55","48","64","127","42","2","13","13.33"
"61","Ryan McDonagh","NSH, T.B","D","227","4811.25","9","74","35","39","83","35.02","247","3.64","14.44","586","381","177","34","19","42","65","31","30","1","0","14","230","106","124","179","428","0","0","-"
"109","Oliver Ekman-Larsson","FLA, TOR, VAN","D","211","4183.3166666667","15","68","31","37","83","38.07","331","4.53","16.09","779","497","199","25","15","70","150","67","65","0","2","37","155","54","271","253","193","0","0","-"
"176","Brendan Gallagher","MTL","R","196","2731.2833333333","45","38","25","13","83","70.94","395","11.39","57.77","776","566","467","242","28","85","148","59","53","4","2","51","106","49","172","163","85","20","37","35.09"
"222","Sean Couturier","PHI","C","153","2685.1666666667","26","57","32","25","83","56.46","347","7.49","41.79","574","455","321","185","12","57","70","31","29","2","0","24","109","75","113","141","86","1362","1127","54.72"
"400","Marcus Pettersson","PIT, VAN","D","228","4950.5833333333","9","74","36","38","83","33.33","272","3.31","13.46","698","454","185","34","31","65","147","62","56","5","1","33","163","83","333","587","416","0","0","-"
"435","Jake Evans","MTL","C","218","3371.3666666667","22","61","41","20","83","67.48","216","10.19","28.4","453","323","282","124","20","31","62","26","24","2","0","56","121","61","237","286","165","1524","1385","52.39"
"658","Michael Rasmussen","DET","C","208","3017.4666666667","34","49","34","15","83","61.48","289","11.76","44.22","527","418","355","217","25","52","114","51","47","4","0","59","63","46","384","333","175","352","362","49.30"
"988","Tyson Foerster","PHI","R","166","2828.1","48","35","19","16","83","57.64","324","14.81","40.15","634","483","382","168","18","61","89","38","36","1","1","41","54","53","189","185","113","1","4","20.00"
"166","Taylor Hall","BOS, CAR, CHI","L","148","2303.3666666667","36","46","27","19","82","64.57","314","11.46","33.65","607","439","333","138","20","56","64","32","32","0","0","38","120","63","85","249","71","53","58","47.75"
"185","Ondrej Palat","N.J","L","197","2931.3666666667","34","48","27","21","82","57.75","283","12.01","35.78","542","414","347","165","21","68","55","22","20","1","1","35","107","69","285","249","110","8","38","17.39"
"486","Anthony Beauvillier","CHI, NSH, NYI, PIT, VAN, WSH","L","223","3191.5166666667","38","44","24","20","82","56.94","430","8.84","47.53","749","603","499","224","17","72","46","22","22","0","0","33","73","78","270","283","101","54","61","46.96"
"330","Jason Dickinson","CHI","C","219","3528.3","38","43","22","21","81","60.90","296","12.84","32.91","596","428","336","149","20","45","109","42","37","3","2","43","97","121","356","298","200","1437","1486","49.16"
"413","Michael Amadio","OTT, VGK","C, R","212","2810.7333333333","41","40","27","13","81","57.45","301","13.62","35.95","506","404","322","170","19","55","46","23","23","0","0","34","74","93","212","325","105","149","144","50.85"
"923","Dmitri Voronkov","CBJ","L","148","2234.7166666667","41","40","24","16","81","54.00","296","13.85","49.77","498","434","337","229","7","66","107","41","36","3","2","16","74","26","154","58","95","314","432","42.09"
"946","Dylan Holloway","EDM, STL","L","166","2216.45","35","46","23","23","81","69.23","278","12.59","29.46","528","386","285","134","22","48","66","25","22","2","1","37","96","59","338","223","80","110","142","43.65"
"1170","Adam Fantilli","CBJ","C","131","2202.9833333333","43","38","24","14","81","69.83","306","14.05","31.45","641","450","294","98","23","64","34","17","17","0","0","33","104","41","176","161","81","591","820","41.89"
"745","Kiefer Sherwood","NSH, VAN","L","178","2423.8666666667","36","44","28","16","80","66.67","307","11.73","30.33","599","459","273","118","21","44","106","44","38","6","0","42","81","78","797","214","67","45","52","46.39"
"146","Evgeny Kuznetsov","CAR, WSH","C","144","2568.6","20","59","35","24","79","64.23","268","7.46","28.64","513","382","257","87","12","34","86","43","43","0","0","22","100","72","71","63","43","844","972","46.48"
"218","Adam Larsson","SEA","D","245","5534.25","19","60","26","34","79","30.04","385","4.94","19.6","866","575","226","48","28","72","133","56","52","3","1","23","103","87","488","279","454","0","0","-"
"288","Josh Anderson","MTL","R","228","3536.2666666667","45","34","22","12","79","50.00","414","10.87","56.61","768","622","514","256","32","66","236","89","77","8","4","77","81","68","483","200","119","63","61","50.81"
"411","Jake Walman","DET, EDM, S.J","D","191","3967.8666666667","28","51","23","28","79","38.92","412","6.80","22.03","893","583","208","37","32","63","131","58","56","1","1","46","143","78","145","140","407","0","0","-"
"591","Samuel Girard","COL","D","208","4299.1166666667","12","67","30","37","79","40.31","287","4.18","13.22","685","402","195","32","18","43","40","20","20","0","0","26","154","89","204","260","312","0","0","-"
"783","Jack McBain","ARI, UTA","C","231","3105.2666666667","33","46","30","16","79","62.70","231","14.29","34.15","462","352","307","170","13","53","192","68","51","16","1","52","109","54","799","343","137","893","1056","45.82"
"900","Simon Holmstrom","NYI","R","200","2818.6833333333","41","38","28","10","79","63.71","207","19.81","27.89","437","339","274","116","15","37","22","11","11","0","0","26","80","87","55","144","122","7","20","25.93"
"362","Anthony Mantha","CGY, VGK, WSH","R","154","2185.95","38","40","23","17","78","65.55","247","15.38","28.57","457","347","278","138","18","38","67","25","20","5","0","27","62","49","138","95","59","15","22","40.54"
"588","Taylor Raddysh","CHI, WSH","R","231","3440.5833333333","32","46","20","26","78","57.78","342","9.36","44.87","629","491","368","206","23","51","56","28","28","0","0","26","102","87","225","172","87","38","67","36.19"
"6","Corey Perry","CHI, EDM, T.B","R","216","2626.0833333333","43","34","19","15","77","52.03","298","14.43","42.9","537","438","360","218","17","52","202","62","41","18","3","66","90","58","128","227","47","17","17","50.00"
"191","Dylan DeMelo","WPG","D","239","5014.55","12","65","29","36","77","32.08","251","4.78","10.85","579","394","131","20","12","40","124","62","62","0","0","40","195","63","424","451","342","0","0","-"
"263","Matt Grzelcyk","BOS, PIT","D","220","4091.3333333333","7","70","35","35","77","35.16","255","2.75","11.24","610","407","153","17","13","48","81","35","33","1","1","13","147","57","147","278","247","0","0","-"
"567","Sam Steel","DAL, MIN","C","221","3109.15","25","52","29","23","77","64.17","260","9.62","28.25","487","370","279","133","21","44","78","36","34","2","0","37","81","62","164","272","72","616","626","49.60"
"700","Filip Chytil","NYR, VAN","C","140","2084.1","35","42","27","15","77","65.81","332","10.54","36.34","607","471","356","152","24","39","52","25","25","0","0","37","73","48","59","182","53","544","718","43.11"
"12","Blake Wheeler","NYR, WPG","R","126","1913.9333333333","25","51","27","24","76","71.03","209","11.96","27.83","398","314","236","114","8","27","69","33","32","1","0","17","48","61","85","110","62","103","85","54.79"
"66","Lars Eller","COL, PIT, WSH","C","246","3615","35","41","26","15","76","56.72","398","8.79","43.03","773","565","406","165","22","75","114","54","54","0","0","49","123","110","204","325","130","1428","1278","52.77"
"266","Esa Lindell","DAL","D","244","5086.3166666667","18","58","27","31","76","31.67","329","5.47","18.04","711","462","221","37","28","48","36","18","18","0","0","18","199","92","213","490","463","0","0","-"
"279","Jake McCabe","CHI, TOR","D","215","4407.8666666667","13","63","29","34","76","33.48","243","5.35","10.78","542","347","159","28","21","37","152","61","54","6","1","49","174","57","500","458","392","0","0","-"
"970","Brock Faber","MIN","D","162","4078.9666666667","18","58","24","34","76","38.00","261","6.90","13.43","595","377","184","33","10","52","49","23","22","1","0","16","145","45","100","243","274","0","0","-"
"1048","Cole Sillinger","CBJ","C","207","3209.2833333333","27","49","31","18","76","54.29","379","7.12","43.74","691","540","401","173","27","66","103","43","39","3","1","26","86","69","297","240","145","1058","1260","45.64"
"528","Matt Roy","L.A, WSH","D","232","4603.75","17","58","32","26","75","33.78","354","4.80","18.25","792","541","212","46","18","68","89","39","37","1","1","14","191","34","385","486","334","0","0","-"
"134","Nic Dowd","WSH","C","211","3085.2333333333","39","35","19","16","74","63.79","209","18.66","30.36","377","300","260","133","25","33","129","52","49","1","2","53","115","106","382","273","211","1518","1553","49.43"
"526","Mason Appleton","WPG","C","194","3025.7333333333","29","45","26","19","74","61.67","301","9.63","31.94","536","432","267","125","15","52","56","25","25","0","0","34","61","51","229","288","79","21","28","42.86"
"1168","Leo Carlsson","ANA","C","131","2230.2666666667","32","42","22","20","74","64.91","223","14.35","26.46","411","319","260","120","17","34","30","15","15","0","0","31","85","59","52","78","61","497","794","38.50"
"119","Tyson Barrie","CGY, EDM, NSH","D","139","2637.7833333333","15","58","33","25","73","44.51","247","6.07","14.51","520","340","131","27","6","48","56","28","28","0","0","16","77","39","79","170","142","0","0","-"
"433","Pierre Engvall","NYI, TOR","L","212","2903.1333333333","35","38","22","16","73","58.40","353","9.92","36.37","653","473","349","154","17","59","55","25","24","1","0","12","111","54","122","209","39","68","84","44.74"
"440","Darren Raddysh","T.B","D","172","3109.7333333333","13","60","21","39","73","42.20","234","5.56","10.99","571","371","156","17","17","49","39","18","17","1","0","21","92","27","138","280","174","0","0","-"
"539","Brandon Tanev","SEA, WPG","L","227","3173.7166666667","33","40","26","14","73","65.77","287","11.50","41.34","509","438","310","179","22","41","111","40","32","7","1","63","89","87","505","298","227","19","67","22.09"
"692","Ryan Poehling","PHI, PIT","C","198","2722.35","30","43","29","14","73","67.59","247","12.15","29.42","442","352","259","150","23","38","30","15","15","0","0","32","58","63","145","220","215","1022","1064","48.99"
"107","Evander Kane","EDM","L","118","2058.65","40","32","18","14","72","66.06","366","10.93","45.1","685","510","405","197","30","67","138","54","48","4","2","37","73","39","374","216","39","47","60","43.93"
"123","Marcus Foligno","MIN","L","197","2886.0333333333","31","41","24","17","72","63.16","230","13.48","33.65","421","348","274","167","18","38","231","68","42","23","3","64","91","73","668","188","124","21","30","41.18"
"391","Tony DeAngelo","CAR, NYI, PHI","D","136","2805.65","18","54","28","26","72","48.98","294","6.12","14.83","548","377","143","28","7","47","107","28","20","3","5","19","115","39","73","103","127","0","0","-"
"525","Vladislav Gavrikov","CBJ, L.A","D","231","5062.5333333333","17","55","20","35","72","33.64","315","5.40","18.96","671","440","196","55","24","61","94","43","42","0","1","25","130","72","179","208","340","0","0","-"
"568","Brett Howden","VGK","C","206","2846.5833333333","37","35","22","13","72","58.06","254","14.57","33.81","456","369","301","150","26","37","130","54","49","4","1","45","70","76","314","250","137","554","555","49.95"
"837","Logan O'Connor","COL","R","219","3146.8166666667","32","40","23","17","72","63.16","278","11.51","35.6","546","420","340","179","18","42","97","41","36","5","0","48","64","97","244","323","136","58","88","39.73"
"94","Jared Spurgeon","MIN","D","161","3446.15","18","53","23","30","71","40.57","277","6.50","16.85","584","396","184","44","15","48","30","15","15","0","0","10","73","40","133","197","303","0","0","-"
"238","Torey Krug","STL","D","140","2861.7833333333","11","60","29","31","71","48.63","288","3.82","17.19","605","411","184","22","10","38","81","31","28","1","2","27","75","57","104","106","194","0","0","-"
"853","Peyton Krebs","BUF","C","235","3152.8333333333","23","48","22","26","71","56.80","233","9.87","25.46","483","360","269","110","14","32","177","64","54","7","3","60","87","42","335","330","75","861","974","46.92"
"1033","J.J. Moser","ARI, T.B","D","216","4389.9166666667","14","57","20","37","71","34.63","218","6.42","13.3","550","321","199","43","25","44","92","43","41","2","0","27","123","58","213","397","307","0","0","-"
"76","Tyler Myers","VAN","D","226","4565.9833333333","12","58","28","30","70","34.83","280","4.29","15.59","670","440","182","29","17","56","217","90","83","5","2","21","142","69","289","266","398","0","0","-"
"278","Teddy Blueger","PIT, VAN, VGK","C","213","3002.9333333333","18","52","34","18","70","67.96","276","6.52","35.96","474","391","290","171","25","51","100","39","35","2","2","31","81","75","274","175","131","1224","1147","51.62"
"394","Kasperi Kapanen","EDM, PIT, STL","R","206","2751.8166666667","27","43","31","12","70","64.22","281","9.61","25.91","483","387","234","97","22","29","48","24","24","0","0","32","78","63","251","160","58","82","129","38.86"
"406","Christian Dvorak","MTL","C","176","2795","27","43","24","19","70","66.04","227","11.89","32.9","428","326","250","126","10","48","26","13","13","0","0","18","114","50","73","149","152","1265","1053","54.57"
"660","Cody Glass","N.J, NSH, PIT","C","178","2501.5666666667","26","44","26","18","70","61.95","304","8.55","37.65","552","431","350","164","10","50","56","28","28","0","0","28","73","62","146","188","87","705","712","49.75"
"862","Nils Hoglander","VAN","L","177","2143.2166666667","35","35","22","13","70","64.22","232","15.09","32.4","408","331","262","151","16","34","77","36","35","1","0","43","59","51","195","186","49","1","2","33.33"
"265","Oskar Sundqvist","DET, MIN, STL","C","205","2754.6166666667","22","47","27","20","69","57.50","197","11.17","31.88","391","306","239","140","7","37","92","46","46","0","0","62","74","62","223","211","128","534","690","43.63"
"424","Dakota Joshua","VAN","C","199","2555.2333333333","36","33","18","15","69","73.40","207","17.39","36.08","361","296","276","182","15","42","158","52","39","10","3","53","73","71","659","268","97","80","77","50.96"
"847","Blake Lizotte","L.A, PIT","C","202","2531.9833333333","29","40","29","11","69","65.09","236","12.29","26.08","406","331","231","115","7","35","106","49","47","2","0","50","65","53","220","356","65","761","758","50.10"
"938","Drew O'Connor","PIT, VAN","L","209","2910.2666666667","31","38","21","17","69","61.06","339","9.14","49.87","636","508","403","229","26","77","66","33","33","0","0","38","107","88","199","278","129","87","112","43.72"
"954","Ridly Greig","OTT","C","170","2651.7666666667","28","41","30","11","69","51.88","246","11.38","36.47","471","374","301","163","12","60","138","62","58","4","0","46","62","56","300","296","91","448","490","47.76"
"52","Logan Couture","S.J","C","88","1681.3","27","41","24","17","68","66.67","206","13.11","26.98","362","293","225","125","19","36","23","10","9","1","0","7","36","73","136","73","18","686","759","47.47"
"227","Joel Armia","MTL","R","190","2827.55","35","33","21","12","68","63.55","312","11.22","33.27","580","437","310","124","29","50","72","35","35","0","0","26","95","67","173","150","99","11","28","28.21"
"359","Ryan Pulock","NYI","D","214","4581.15","15","53","27","26","68","33.17","313","4.79","13.07","735","459","176","9","17","76","42","21","21","0","0","19","144","74","339","311","420","0","0","-"
"691","Josh Norris","BUF, OTT","C","114","2053.1666666667","39","29","12","17","68","58.12","226","17.26","26.7","418","318","262","117","11","36","72","32","31","0","1","43","63","41","228","130","83","774","679","53.27"
"1107","Lane Hutson","MTL","D","84","1909.55","6","62","27","35","68","57.63","94","6.38","6.69","303","170","95","16","6","22","34","17","17","0","0","15","113","59","41","133","123","0","0","-"
"142","Calle Jarnkrok","TOR","C","144","2094.7","31","36","22","14","67","60.91","207","14.98","26.43","390","298","258","124","9","34","36","18","18","0","0","25","27","38","120","224","40","109","126","46.38"
"491","Mathieu Joseph","OTT, STL","R","188","2685.8","18","49","33","16","67","61.47","259","6.95","30.98","497","388","281","128","26","37","115","44","40","1","3","61","79","110","306","238","109","58","81","41.73"
"869","Cam York","PHI","D","202","4287.3333333333","16","51","21","30","67","36.02","241","6.64","18.1","578","388","201","57","18","39","88","43","43","0","0","30","145","56","180","420","359","0","0","-"
"260","Jacob Trouba","ANA, NYR","D","228","4783.9","12","54","33","21","66","30.99","439","2.73","19.13","901","580","226","40","29","103","202","75","61","12","2","49","172","74","572","221","560","0","1","0.00"
"469","Keegan Kolesar","VGK","R","235","2789.1666666667","28","38","26","12","66","62.86","224","12.50","25.56","421","329","261","141","18","36","170","54","35","18","1","45","70","49","793","370","116","20","37","35.09"
"746","Eric Robinson","BUF, CAR, CBJ","L","201","2542.2666666667","29","37","25","12","66","68.75","270","10.74","36.08","533","394","330","182","18","61","35","12","10","1","1","22","63","51","341","226","56","13","41","24.07"
"987","Will Cuylle","NYR","L","167","2165.35","33","33","17","16","66","64.71","272","12.13","34.17","485","383","300","169","22","51","108","38","29","8","1","32","67","24","557","188","76","12","33","26.67"
"96","Tyler Johnson","BOS, CHI","C","132","2086.5","29","36","18","18","65","69.15","243","11.93","33.07","433","344","260","122","16","39","52","26","26","0","0","17","45","59","102","70","57","221","254","46.53"
"758","Joe Veleno","CHI, DET","C","235","3048.1166666667","29","36","17","19","65","60.75","246","11.79","27.69","455","343","261","128","17","44","72","32","30","2","0","36","74","66","399","271","120","783","919","46.00"
"818","Paul Cotter","N.J, VGK","C","210","2705.9333333333","36","29","18","11","65","64.36","266","13.53","31.04","534","395","335","147","23","50","98","43","39","4","0","38","69","69","645","382","76","78","77","50.32"
"986","Alex Laferriere","L.A","R","158","2343.7833333333","31","34","23","11","65","57.52","339","9.14","40.49","702","536","408","185","16","78","66","30","28","2","0","32","74","35","237","225","70","43","67","39.09"
"133","Nick Jensen","OTT, WSH","D","226","4554.2333333333","9","55","27","28","64","36.57","257","3.50","12.18","661","401","183","32","18","53","34","17","17","0","0","40","195","77","223","481","337","0","0","-"
"255","Cody Ceci","DAL, EDM, S.J","D","244","4995.5333333333","10","54","17","37","64","28.83","275","3.64","12.15","613","382","163","32","24","46","62","31","31","0","0","18","136","68","305","465","356","0","0","-"
"393","Robby Fabbri","ANA, DET","C","140","2036","33","31","17","14","64","64.65","197","16.75","27.21","340","272","228","113","9","32","74","29","27","0","2","23","62","36","182","174","73","151","151","50.00"
"812","Alexander Romanov","NYI","D","221","4593.8833333333","13","51","26","25","64","31.37","317","4.10","11.49","745","443","174","26","14","55","83","40","39","1","0","31","189","74","502","484","453","0","0","-"
"871","Bobby Brink","PHI","R","136","1957.8333333333","23","41","23","18","64","66.67","186","12.37","24.32","368","273","204","99","6","28","32","16","16","0","0","23","70","31","133","152","54","21","43","32.81"
"36","Jeff Petry","DET, PIT","D","178","3566.4333333333","9","54","20","34","63","39.87","230","3.91","11","558","345","125","21","14","52","79","37","36","1","0","14","127","49","391","284","304","0","0","-"
"116","Brayden McNabb","VGK","D","246","4863.4666666667","10","53","23","30","63","26.81","272","3.68","11.53","669","403","180","22","17","58","110","49","45","4","0","29","133","90","479","417","548","0","0","-"
"121","Brian Dumoulin","ANA, N.J, PIT, SEA","D","242","4617.3","10","53","27","26","63","37.50","220","4.55","10.74","538","341","158","24","14","52","50","25","25","0","0","30","118","82","269","424","319","0","0","-"
"360","Nikita Zadorov","BOS, CGY, VAN","D","238","4509.8166666667","24","39","21","18","63","32.14","325","7.38","15.79","787","493","209","24","21","51","340","121","99","16","6","55","193","73","570","318","244","0","0","-"
"721","Nick Perbix","T.B","D","220","3464.3","13","50","26","24","63","37.50","234","5.56","11.35","545","349","151","27","13","46","52","26","26","0","0","30","116","77","203","418","196","0","0","-"
"1191","Matvei Michkov","PHI","R","80","1334.75","26","37","22","15","63","75.00","199","13.07","25.01","359","282","176","75","6","38","46","19","18","0","1","21","82","14","29","73","23","19","22","46.34"
"1196","Macklin Celebrini","S.J","C","70","1385.1666666667","25","38","18","20","63","78.75","236","10.59","22.96","457","353","247","65","7","38","28","14","14","0","0","23","113","29","37","75","53","507","544","48.24"
"319","Anthony Duclair","FLA, NYI, S.J, T.B","L","137","2110.35","33","29","19","10","62","55.86","232","14.22","31.28","450","337","268","147","12","42","46","19","18","0","1","28","69","51","95","123","63","17","30","36.17"
"661","Mikey Anderson","L.A","D","228","4941.6833333333","13","49","18","31","62","31.79","263","4.94","14.82","642","409","182","33","13","53","86","39","38","0","1","37","115","54","409","457","271","0","0","-"
"854","Kirby Dach","MTL","C","117","1992.2","24","38","18","20","62","57.41","194","12.37","27.27","345","278","230","130","14","30","83","39","38","1","0","38","70","38","156","194","72","186","287","39.32"
"886","Philip Tomasino","NSH, PIT","C, R","133","1796","23","39","26","13","62","68.89","220","10.45","24.11","391","308","252","94","15","47","29","13","12","1","0","28","75","43","104","180","54","18","36","33.33"
"126","Casey Cizikas","NYI","C","233","3222.65","23","38","23","15","61","61.62","290","7.93","35.51","528","418","322","184","23","57","117","47","41","5","1","52","95","78","524","302","189","1183","1013","53.87"
"224","Jonas Brodin","MIN","D","172","3968.3833333333","14","47","12","35","61","33.70","278","5.04","11.66","591","384","148","34","17","34","64","32","32","0","0","16","97","74","98","289","353","0","0","-"
"286","Brett Kulak","EDM","D","246","4381.15","13","48","16","32","61","34.86","343","3.79","13.42","719","468","179","29","20","47","87","41","40","1","0","20","158","66","210","314","295","0","0","-"
"322","Miles Wood","COL, N.J","L","187","2352.9","26","35","25","10","61","63.54","394","6.60","40.36","680","546","350","182","31","67","199","71","61","5","5","61","74","63","255","225","52","17","41","29.31"
"436","Jake Middleton","MIN","D","226","4554.35","18","43","22","21","61","34.86","261","6.90","14.53","591","377","191","49","21","51","189","66","51","13","2","54","109","60","362","217","453","0","0","-"
"945","Connor Zary","CGY","C","117","1830.2333333333","27","34","16","18","61","68.54","201","13.43","24.59","386","284","222","116","10","38","36","18","18","0","0","28","67","26","55","134","55","138","212","39.43"
"21","T.J. Oshie","WSH","R","110","1847.15","31","29","13","16","60","59.41","216","14.35","37.85","425","345","317","164","11","47","103","39","34","3","2","44","42","85","200","107","84","95","128","42.60"
"81","Justin Schultz","SEA","D","143","2451.75","14","46","20","26","60","48.78","198","7.07","10.98","482","293","136","21","6","30","62","31","31","0","0","4","36","31","56","169","132","0","0","-"
"303","Dominik Kubalik","DET, OTT","L","155","2105.0166666667","31","29","21","8","60","58.25","265","11.70","31.97","488","381","263","111","17","39","43","20","19","1","0","22","39","30","144","74","44","32","40","44.44"
"345","Brett Pesce","CAR, N.J","D","224","4760","11","49","27","22","60","30.00","350","3.14","15.82","870","538","231","32","22","79","92","38","35","2","1","39","106","120","86","306","343","0","0","-"
"373","Garnet Hathaway","BOS, PHI, WSH","R","233","2809.7","30","30","17","13","60","58.82","271","11.07","32.69","479","386","298","168","17","48","259","82","65","9","8","104","56","33","851","364","208","32","33","49.23"
"512","Will Borgen","NYR, SEA","D","248","4218.55","11","49","26","23","60","33.33","254","4.33","8.95","636","393","144","16","17","51","152","56","46","8","2","43","115","52","520","440","312","0","0","-"
"902","Jackson LaCombe","ANA","D","148","3085.2833333333","16","44","28","16","60","51.72","190","8.42","14.45","398","271","141","47","8","35","52","26","26","0","0","15","113","66","120","233","261","0","1","0.00"
"1007","Alexander Barabanov","S.J","L","114","1957.75","19","41","24","17","60","56.60","187","10.16","27.2","357","277","258","140","9","43","32","16","16","0","0","14","50","46","67","157","22","3","5","37.50"
"127","David Savard","MTL","D","197","3846.6833333333","10","49","17","32","59","41.26","165","6.06","7.28","354","229","110","15","14","26","100","38","35","0","3","21","158","45","185","192","505","0","0","-"
"136","Brenden Dillon","N.J, WPG","D","241","4572.5333333333","12","47","15","32","59","30.41","210","5.71","9.44","586","346","145","22","17","53","225","82","64","17","1","42","149","32","627","340","315","0","0","-"
"252","Olli Määttä","DET, UTA","D","227","4120.75","12","47","21","26","59","39.60","183","6.56","10.35","439","282","120","21","12","27","44","21","21","0","0","23","179","64","156","507","330","0","0","-"
