"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"169","Jani Hakanpää","DAL, TOR","D","148","482.18333333333","0","0","0","0","0","0.00","8","0.00","0.19","11","9","1","0","1","0","4","2","2","0","0","5","10","2","67","15","58","0","0","-"
"171","Brendan Gallagher","MTL","R","196","2.5666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100.00"
"173","Kevin Gravel","NSH","D","29","31.583333333333","0","0","0","0","0","-","2","0.00","0.02","2","2","0","0","0","0","0","0","0","0","0","1","0","0","3","0","5","0","0","-"
"174","John Klingberg","ANA, EDM, MIN, TOR","D","92","5.1666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","1","0","0","0","0","0","-"
"176","Michael Sgarbossa","WSH","C","28","5.3","0","0","0","0","0","-","2","0.00","0.16","2","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","100.00"
"177","Alex Belzile","MTL","R","31","30.383333333333","0","0","0","0","0","-","4","0.00","0.19","4","4","3","1","0","0","0","0","0","0","0","0","1","1","0","1","3","3","8","27.27"
"182","Josh Archibald","PIT","R","62","106.08333333333","0","0","0","0","0","-","9","0.00","0.59","13","10","6","5","1","2","2","1","1","0","0","6","0","5","12","1","6","1","2","33.33"
"183","Travis Boyd","ARI, MIN","C","101","84.483333333333","0","0","0","0","0","-","3","0.00","0.18","3","3","1","1","0","0","0","0","0","0","0","0","2","4","4","1","4","43","78","35.54"
"185","Johnny Gaudreau","CBJ","L","161","2.5833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"189","Joseph Cramarossa","MIN","C","4","0.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"191","Nick Cousins","FLA, OTT","C","198","6.2333333333333","0","0","0","0","0","-","0","-","0.1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","50.00"
"193","Andy Andreoff","NYI","C","3","0.41666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"199","Brett Ritchie","ARI, CGY","R","50","0.13333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"201","Matt Nieto","COL, PIT, S.J","L","135","261.96666666667","0","0","0","0","0","-","9","0.00","0.48","13","12","5","2","2","0","0","0","0","0","0","2","5","8","4","3","8","2","2","50.00"
"203","Scott Harrington","ANA, S.J","D","45","24.283333333333","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","-"
"204","Nikita Kucherov","T.B","R","241","6.2666666666667","0","0","0","0","0","-","0","-","0.06","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"208","Ryan Strome","ANA","C","243","40.133333333333","0","0","0","0","0","-","1","0.00","0.21","6","3","3","0","0","0","9","3","2","1","0","1","0","1","0","1","2","32","37","46.38"
"210","Mark Scheifele","WPG","C","237","26.183333333333","0","0","0","0","0","-","1","0.00","0.08","2","1","1","1","0","1","0","0","0","0","0","0","1","1","1","0","1","28","28","50.00"
"212","Dougie Hamilton","N.J","D","166","38.916666666667","0","0","0","0","0","-","1","0.00","0.1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0","0","-"
"217","Nathan Beaulieu","ANA","D","52","117.35","0","0","0","0","0","-","3","0.00","0","3","3","0","0","1","0","2","1","1","0","0","0","1","1","0","1","20","0","0","-"
"219","Stefan Noesen","CAR, N.J","R","237","41.633333333333","0","0","0","0","0","-","2","0.00","0.1","2","2","1","1","1","1","0","0","0","0","0","0","3","0","3","0","2","6","2","75.00"
"222","Rickard Rakell","PIT","R","233","3.0666666666667","0","0","0","0","0","-","0","-","0.12","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"223","Colin Miller","DAL, N.J, WPG","D","185","85.033333333333","0","0","0","0","0","0.00","2","0.00","0","3","2","0","0","0","0","2","1","1","0","0","2","0","1","2","0","15","0","0","-"
"224","Jonathan Marchessault","NSH, VGK","C, R","236","2.8166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"226","Brad Hunt","COL","D","47","1.6333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"227","Torey Krug","STL","D","140","94.3","0","0","0","0","0","0.00","5","0.00","0.17","6","6","1","0","3","0","0","0","0","0","0","1","3","4","3","0","12","0","0","-"
"230","Ryan Murray","EDM","D","13","9.6666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"232","Hampus Lindholm","BOS","D","170","425.61666666667","0","0","0","0","0","0.00","19","0.00","0.99","23","20","7","2","6","2","22","7","6","0","1","4","9","7","14","8","35","0","0","-"
"233","Mathew Dumba","ARI, DAL, MIN, T.B","D","218","366.28333333333","0","0","0","0","0","0.00","8","0.00","0.15","11","10","1","0","1","0","12","5","5","0","0","5","7","5","39","2","49","0","0","-"
"235","Brendan Gaunce","CBJ, MIN","C","41","19.316666666667","0","0","0","0","0","-","2","0.00","0.12","2","2","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","7","10","41.18"
"240","Olli Määttä","DET, UTA","D","227","312.03333333333","0","0","0","0","0","0.00","5","0.00","0.2","6","5","2","1","4","0","4","1","1","0","0","2","6","1","16","6","52","0","0","-"
"242","Zemgus Girgensons","BUF, T.B","C, L","225","306.18333333333","0","0","0","0","0","0.00","17","0.00","1.57","27","24","8","4","1","0","2","1","1","0","0","6","5","4","11","5","25","58","60","49.15"
"247","Derrick Pouliot","DAL, S.J","D","13","0.56666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"249","Filip Forsberg","NSH","L","214","5.9333333333333","0","0","0","0","0","-","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"251","Matt Grzelcyk","BOS, PIT","D","220","116.93333333333","0","0","0","0","0","0.00","2","0.00","0.09","2","2","1","0","0","0","12","2","1","0","1","2","3","1","2","0","8","0","0","-"
"257","Devin Shore","EDM, MIN, SEA","C","123","23.55","0","0","0","0","0","-","1","0.00","0.15","2","2","2","0","0","0","0","0","0","0","0","0","1","1","1","0","3","3","2","60.00"
"268","Charles Hudon","COL","L","9","0.13333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"269","Dominic Toninato","WPG","C","25","2.8833333333333","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.00"
"271","Andreas Athanasiou","CHI","C","117","4.4833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","100.00"
"273","Erik Gustafsson","DET, NYR, TOR, WSH","D","206","29.55","0","0","0","0","0","-","1","0.00","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","-"
"278","Ben Hutton","VGK","D","83","13.433333333333","0","0","0","0","0","0.00","1","0.00","0.03","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","-"
"281","Liam O'Brien","ARI, UTA","C","159","68.85","0","0","0","0","0","0.00","3","0.00","0.21","3","3","2","1","0","0","10","1","0","0","1","1","2","1","5","3","2","0","1","0.00"
"282","Kurtis MacDermid","COL, N.J","D, L","112","11.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"283","Jayson Megna","ANA, BOS, COL","C","56","51.933333333333","0","0","0","0","0","-","3","0.00","0.2","4","4","3","0","0","0","0","0","0","0","0","0","0","1","0","0","3","11","15","42.31"
"284","Buddy Robinson","CHI","R","9","3.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"285","Nate Schmidt","FLA, WPG","D","214","183.08333333333","0","0","0","0","0","0.00","7","0.00","0.21","9","8","2","0","1","0","0","0","0","0","0","1","10","3","2","4","24","0","0","-"
"286","Chad Ruhwedel","NYR, PIT","D","104","200.31666666667","0","0","0","0","0","0.00","4","0.00","0.02","4","4","0","0","2","0","0","0","0","0","0","1","1","3","31","7","21","0","0","-"
"287","Anton Blidh","COL, NYR","L","15","0.066666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"288","Dominik Kubalik","DET, OTT","L","155","4.4666666666667","0","0","0","0","0","-","1","0.00","0.23","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"289","Kyle Burroughs","L.A, S.J, VAN","D","154","176.18333333333","0","0","0","0","0","0.00","3","0.00","0.06","5","3","2","0","0","0","4","2","2","0","0","1","2","2","14","4","33","0","1","0.00"
"290","Andreas Johnsson","N.J, S.J","L","13","0.11666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"293","Saku Maenalanen","WPG","R","64","89.183333333333","0","0","0","0","0","-","6","0.00","0.55","9","8","5","3","2","0","2","1","1","0","0","3","0","9","2","1","11","2","3","40.00"
"294","Tucker Poolman","VAN","D","3","3.2","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"297","Jonny Brodzinski","NYR","C","125","7.6666666666667","0","0","0","0","0","0.00","2","0.00","0.32","2","2","2","2","2","0","0","0","0","0","0","0","0","1","0","1","0","1","0","100.00"
"298","Josh Brown","ARI, EDM","D","129","308.98333333333","0","0","0","0","0","0.00","3","0.00","0","4","3","0","0","0","0","2","1","1","0","0","3","4","1","13","2","67","0","0","-"
"299","Hudson Fasching","NYI","R","137","5.6666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"300","John Hayden","SEA","C","29","1.9666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"304","Anthony Duclair","FLA, NYI, S.J, T.B","L","137","6.2833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
