"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"806","Matt Savoie","EDM","C","82","1212.0833333333","18","19","9","10","37","56.92","138","13.04","21.47","241","203","153","81","10","20","24","8","7","0","1","11","52","32","14","81","37","32","48","40.00"
"13","Jordan Staal","CAR","C","75","1214.0666666667","20","16","11","5","36","54.55","107","18.69","20.95","226","184","167","93","5","23","29","9","7","1","1","13","46","16","166","69","48","840","672","55.56"
"16","Jamie Benn","DAL","L","60","797.35","15","21","12","9","36","65.45","72","20.83","11.52","126","103","89","52","1","13","53","22","19","3","0","7","35","11","79","41","23","49","52","48.51"
"128","Sean Couturier","PHI","C","78","1298.8166666667","12","24","9","15","36","70.59","119","10.08","15.44","234","182","124","65","16","25","30","15","15","0","0","13","68","31","100","54","42","632","534","54.20"
"144","Morgan Rielly","TOR","D","78","1648.6666666667","11","25","10","15","36","35.64","141","7.80","8.43","330","222","104","13","5","29","29","13","12","1","0","8","87","22","35","120","114","0","0","-"
"223","Sean Monahan","CBJ","C","78","1335.7333333333","13","23","12","11","36","49.32","131","9.92","19.69","222","175","139","79","4","24","12","6","6","0","0","12","57","26","46","45","34","637","583","52.21"
"228","Max Domi","TOR","C","80","1190.5333333333","12","24","19","5","36","69.23","118","10.17","10.73","235","171","110","44","8","22","95","28","20","5","3","18","89","26","37","27","35","221","210","51.28"
"322","Jack Roslovic","EDM","C","69","1088.1333333333","21","15","8","7","36","60.00","141","14.89","17.45","268","222","159","70","2","20","16","8","8","0","0","14","64","13","46","58","27","142","126","52.99"
"336","John Marino","UTA","D","80","1616.1666666667","4","32","15","17","36","37.89","55","7.27","4.52","169","92","45","12","3","19","16","8","8","0","0","8","89","23","28","105","67","0","0","-"
"440","Eeli Tolvanen","SEA","R","78","1251.2833333333","12","24","15","9","36","62.07","141","8.51","15.82","294","213","148","49","7","17","30","15","15","0","0","10","49","18","187","61","81","0","3","0.00"
"456","Ryan Poehling","ANA","C","75","1130.05","11","25","19","6","36","65.45","94","11.70","11.19","184","147","98","54","8","18","12","6","6","0","0","15","48","17","44","61","86","499","529","48.54"
"485","Kiefer Sherwood","S.J, VAN","L","72","1243.1333333333","23","13","7","6","36","55.38","172","13.37","20.86","356","278","182","79","12","30","50","21","20","0","1","26","76","26","339","78","30","16","27","37.21"
"586","Thomas Harley","DAL","D","70","1613.95","6","30","16","14","36","43.37","113","5.31","7.71","289","173","88","9","4","27","26","13","13","0","0","5","84","36","39","161","148","0","0","-"
"604","Ilya Mikheyev","CHI","R","77","1342.3333333333","18","18","13","5","36","72.00","123","14.63","16.12","213","174","120","71","6","21","18","9","9","0","0","15","63","22","31","59","23","2","7","22.22"
"634","Jake Neighbours","STL","L","69","1050.8833333333","15","21","14","7","36","53.73","86","17.44","14.2","161","128","127","75","3","18","43","20","19","1","0","16","43","14","152","80","36","5","15","25.00"
"1","Brent Burns","COL","D","82","1547.85","12","23","13","10","35","40.70","172","6.98","6.37","410","264","79","10","5","39","32","16","16","0","0","8","102","18","20","45","91","0","0","-"
"111","Blake Coleman","CGY","L","69","1195.6833333333","20","15","9","6","35","57.38","176","11.36","22.89","306","243","197","112","6","34","49","23","22","1","0","17","62","27","152","52","48","13","22","37.14"
"112","Jean-Gabriel Pageau","NYI","C","74","1159.25","17","18","10","8","35","71.43","82","20.73","12.85","150","128","102","61","7","10","4","2","2","0","0","4","50","16","115","76","51","653","452","59.10"
"122","Gabriel Landeskog","COL","L","60","984.81666666667","14","21","7","14","35","45.45","132","10.61","21.59","250","209","170","89","7","27","47","22","21","1","0","12","41","15","86","54","32","162","98","62.31"
"158","Teuvo Teravainen","CHI","C","75","1331.3833333333","14","21","13","8","35","61.40","89","15.73","10.36","191","145","93","38","4","13","6","3","3","0","0","5","71","22","21","48","43","47","73","39.17"
"159","Jacob Trouba","ANA","D","81","1849","10","25","14","11","35","42.68","166","6.02","7.48","345","238","72","17","3","32","31","14","13","1","0","12","89","22","143","64","150","0","0","-"
"257","Tony DeAngelo","NYI","D","76","1454.6833333333","5","30","18","12","35","52.24","148","3.38","7.29","313","209","99","14","6","20","43","16","14","1","1","7","96","20","33","75","70","0","0","-"
"276","Michael Amadio","OTT","R","81","1305.7333333333","15","20","13","7","35","55.56","96","15.63","14.93","184","150","121","72","7","22","18","9","9","0","0","19","60","33","105","108","51","7","12","36.84"
"346","Ryan Shea","PIT","D","80","1510.9166666667","6","29","20","9","35","39.33","72","8.33","3.8","191","125","53","6","1","9","22","7","6","0","1","12","57","24","38","127","92","0","0","-"
"352","Vladislav Gavrikov","NYR","D","82","1945.4666666667","14","21","9","12","35","43.75","120","11.67","8.11","320","194","94","24","4","27","50","24","24","0","0","8","103","22","50","107","105","0","0","-"
"482","Parker Kelly","COL","C","82","1041.6166666667","21","14","6","8","35","77.78","103","20.39","12.61","202","152","117","58","6","12","30","15","15","0","0","18","48","15","177","131","58","69","122","36.13"
"532","Linus Karlsson","VAN","C","79","988.61666666667","15","20","12","8","35","66.04","116","12.93","20.42","213","180","151","94","3","32","42","13","11","0","2","21","49","15","83","59","22","15","36","29.41"
"631","Marco Rossi","MIN, VAN","C","50","873.75","12","23","11","12","35","60.34","66","18.18","8.7","129","103","87","46","7","14","10","5","5","0","0","10","43","16","47","46","29","283","292","49.22"
"633","Justin Sourdif","WSH","C, R","78","1149.6333333333","15","20","11","9","35","56.45","108","13.89","16.35","225","175","135","75","2","26","35","16","15","1","0","26","55","21","98","89","40","316","372","45.93"
"636","Ridly Greig","OTT","C","77","1285.4166666667","13","22","12","10","35","50.00","128","10.16","18.78","248","192","141","86","3","30","83","28","23","3","2","34","49","20","96","115","52","262","250","51.17"
"712","Luke Hughes","N.J","D","68","1564.7666666667","6","29","12","17","35","47.30","149","4.03","9.18","375","213","112","18","6","27","32","16","16","0","0","10","108","29","19","89","52","0","0","-"
"794","Fraser Minten","BOS","C","82","1275.1833333333","17","18","11","7","35","59.32","115","14.78","16.25","230","172","147","73","10","18","20","10","10","0","0","12","40","27","142","99","51","414","425","49.34"
"932","Ben Kindel","PIT","C","77","1159.8666666667","17","18","14","4","35","55.56","151","11.26","21.16","285","219","174","81","8","25","18","9","9","0","0","16","83","25","30","79","57","282","367","43.45"
"7","Kris Letang","PIT","D","74","1604.5","3","31","16","15","34","37.78","104","2.88","5.14","255","160","69","13","6","12","38","19","19","0","0","10","99","26","95","114","93","0","0","-"
"365","Matthew Tkachuk","FLA","L","31","567.38333333333","13","21","12","9","34","82.93","88","14.77","17.73","192","144","114","74","1","19","36","15","13","2","0","18","38","8","29","17","7","4","8","33.33"
"413","Justin Brazeau","PIT","R","64","809.9","17","17","11","6","34","68.00","104","16.35","17.48","183","161","141","87","4","21","14","7","7","0","0","10","40","12","90","45","44","0","3","0.00"
"455","Josh Norris","BUF","C","44","697.11666666667","13","21","13","8","34","56.67","69","18.84","11.36","134","105","90","42","1","12","28","10","9","0","1","9","20","9","24","57","27","294","300","49.49"
"593","Philip Broberg","STL","D","81","1891.9666666667","6","28","14","14","34","38.20","98","6.12","7.41","253","159","102","16","4","22","16","8","8","0","0","20","111","26","35","142","98","0","0","-"
"15","Alex Killorn","ANA","L","82","1369.8","15","18","8","10","33","53.23","148","10.14","17.27","261","214","150","77","1","30","40","16","15","0","1","17","64","21","70","68","30","40","83","32.52"
"207","Andre Burakovsky","CHI","L","75","1231.6833333333","11","22","10","12","33","53.23","86","12.79","11.37","184","127","114","51","5","15","16","8","8","0","0","9","61","30","18","82","35","4","6","40.00"
"281","Michael Bunting","DAL, NSH","L","74","1068.6666666667","14","19","16","3","33","57.89","126","11.11","17.1","279","222","143","75","3","35","20","10","10","0","0","27","57","12","45","52","25","10","20","33.33"
"347","Conor Garland","CBJ, VAN","R","71","1220.6166666667","12","21","16","5","33","67.35","137","8.76","16.34","272","217","157","69","8","25","34","13","11","2","0","22","75","28","45","68","32","14","19","42.42"
"376","Sam Steel","DAL","C","73","1172.5333333333","12","21","9","12","33","70.21","82","14.63","12.28","149","121","107","58","6","11","24","11","11","0","0","18","50","20","79","86","29","129","126","50.59"
"465","Eetu Luostarinen","FLA","C","73","1209.9","11","22","13","9","33","58.93","107","10.28","16.82","200","159","142","79","7","16","32","15","15","0","0","25","45","20","121","101","56","111","138","44.58"
"466","Fabian Zetterlund","OTT","L","82","1058.6","17","16","10","6","33","60.00","132","12.88","16.58","272","213","152","64","9","18","16","7","7","0","0","17","36","20","155","108","32","3","5","37.50"
"641","Alexander Nikishin","CAR","D","81","1472.9333333333","11","22","12","10","33","36.26","122","9.02","8.18","321","194","61","14","6","25","33","15","14","1","0","10","87","26","132","170","94","0","0","-"
"676","Marat Khusnutdinov","BOS","C","77","1116.5","15","18","7","11","33","60.00","78","19.23","12.05","146","123","99","52","8","10","16","8","8","0","0","17","47","21","42","53","39","56","64","46.67"
"680","Gage Goncalves","T.B","C","74","968.6","11","22","9","13","33","52.38","77","14.29","9.64","145","113","89","48","4","13","41","15","13","1","1","15","58","18","85","81","29","7","16","30.43"
"718","Cole Sillinger","CBJ","C","81","1232.9","8","25","13","12","33","55.93","136","5.88","15.05","247","195","143","57","4","20","37","17","16","1","0","8","58","31","112","84","44","48","68","41.38"
"165","Esa Lindell","DAL","D","82","1905.25","6","26","11","15","32","36.36","83","7.23","7.81","194","124","65","8","8","13","20","10","10","0","0","6","112","30","30","162","179","0","0","-"
"171","Damon Severson","CBJ","D","71","1496.2","8","24","12","12","32","40.00","93","8.60","8.26","238","149","89","28","4","21","45","21","20","1","0","7","82","28","39","52","86","0","0","-"
"201","Oliver Bjorkstrand","T.B","R","80","1090.9","12","20","15","5","32","50.79","130","9.23","17.94","266","203","177","60","2","35","16","8","8","0","0","15","38","14","85","94","39","7","9","43.75"
"221","Seth Jones","FLA","D","52","1232.3","7","25","11","14","32","45.71","88","7.95","6.15","230","149","69","7","1","26","18","7","7","0","0","8","66","13","47","75","61","0","0","-"
"268","Brandon Montour","SEA","D","64","1443.8166666667","11","21","12","9","32","55.17","175","6.29","10.38","375","255","90","11","2","27","45","20","19","1","0","12","92","32","75","86","78","0","0","-"
"308","A.J. Greer","FLA","L","78","969.46666666667","17","15","10","5","32","61.54","104","16.35","18.18","207","171","141","67","3","25","113","38","29","7","2","29","52","9","203","92","29","7","24","22.58"
"418","Trevor Moore","L.A","L","69","1154.2833333333","13","19","10","9","32","68.09","159","8.18","16.05","295","236","133","67","11","27","8","4","4","0","0","5","52","25","57","77","37","4","15","21.05"
"587","Nicholas Robertson","TOR","L","78","987.51666666667","16","16","9","7","32","71.11","127","12.60","14.41","228","185","141","64","6","24","10","5","5","0","0","9","67","23","75","60","36","12","13","48.00"
"612","Dmitri Voronkov","CBJ","L","63","878.21666666667","17","15","9","6","32","59.26","109","15.60","18.77","194","167","137","92","1","22","59","24","21","3","0","7","41","9","105","32","27","6","19","24.00"
"658","Jamie Drysdale","PHI","D","78","1681.2","8","24","6","18","32","40.00","101","7.92","6.78","254","164","83","13","1","19","33","11","9","1","1","8","54","17","16","92","94","0","0","-"
"662","Cole Perfetti","WPG","C","68","1062.4166666667","12","20","13","7","32","62.75","136","8.82","19.56","281","218","175","81","6","25","20","10","10","0","0","7","55","21","54","56","33","4","6","40.00"
"719","Mackie Samoskevich","FLA","R","77","1114.1666666667","12","20","14","6","32","60.38","160","7.50","22.11","332","256","198","94","9","35","30","15","15","0","0","31","52","10","136","97","33","5","7","41.67"
"18","James van Riemsdyk","DET","L","72","846.16666666667","15","16","8","8","31","65.96","99","15.15","19.77","201","164","151","109","6","29","14","7","7","0","0","9","39","11","15","47","28","6","8","42.86"
"45","Evander Kane","VAN","L","71","1165.4833333333","13","18","14","4","31","57.41","170","7.65","19.2","357","266","164","83","5","42","92","31","26","2","3","22","75","17","111","72","28","21","35","37.50"
"103","Josh Manson","COL","D","79","1404.9666666667","5","26","13","13","31","36.05","128","3.91","6.58","260","178","75","20","7","26","91","38","33","5","0","19","83","26","174","105","99","0","0","-"
"140","Jonathan Marchessault","NSH","R","62","1035.85","12","19","11","8","31","50.82","132","9.09","19.49","266","203","153","73","6","30","30","11","10","0","1","12","64","15","75","37","9","18","25","41.86"
"286","Victor Olofsson","CGY, COL","L","78","1057.7666666667","13","18","7","11","31","63.27","147","8.84","15.8","264","201","160","64","3","20","6","3","3","0","0","6","60","17","18","60","21","3","6","33.33"
"327","Thomas Chabot","OTT","D","57","1287","7","24","14","10","31","38.75","99","7.07","5.31","254","151","66","9","5","22","22","10","10","0","0","6","59","25","36","78","111","0","0","-"
"334","Ivan Provorov","CBJ","D","82","2034.7833333333","9","22","13","9","31","31.96","157","5.73","8.3","346","229","96","20","7","29","32","16","16","0","0","7","112","29","28","111","134","0","0","-"
"339","Evan Rodrigues","FLA","C","69","1172.5333333333","11","20","11","9","31","59.62","160","6.88","16.68","316","242","148","75","6","37","38","19","19","0","0","21","47","31","63","67","26","370","421","46.78"
"412","Michael Carcone","UTA","L","79","1005.3","16","15","8","7","31","64.58","147","10.88","16.88","317","234","131","60","8","32","22","7","6","0","1","15","52","16","147","104","16","14","17","45.16"
"478","Sean Walker","CAR","D","81","1766.8","9","22","10","12","31","36.05","176","5.11","11.15","449","262","137","19","10","39","59","28","27","1","0","15","96","33","141","189","125","0","0","-"
"599","Jordan Spence","OTT","D","73","1366.9833333333","7","24","8","16","31","46.27","108","6.48","6.56","280","185","90","18","1","28","22","11","11","0","0","0","68","16","55","143","59","0","0","-"
"614","Arseny Gritsyuk","N.J","R","66","1001.5","13","18","13","5","31","58.49","149","8.72","13.46","270","215","126","39","5","23","26","13","13","0","0","10","46","24","58","71","18","4","9","30.77"
"690","Emil Heineman","NYI","L","82","1362.5166666667","22","9","3","6","31","51.67","173","12.72","20.39","324","255","190","69","5","30","18","9","9","0","0","15","53","9","247","123","54","7","13","35.00"
"792","Denton Mateychuk","CBJ","D","75","1438.9166666667","13","18","11","7","31","46.27","88","14.77","5.43","211","131","72","17","2","20","8","4","4","0","0","9","80","15","26","164","92","0","0","-"
"84","Cam Fowler","STL","D","82","1728.5","4","26","16","10","30","37.50","91","4.40","3.9","226","123","67","6","2","26","14","7","7","0","0","4","63","19","9","78","72","0","0","-"
"269","Ryan Donato","CHI","C","82","1208.4","15","15","9","6","30","65.22","122","12.30","17.25","278","213","155","79","9","27","46","19","18","0","1","21","58","26","78","101","21","170","194","46.70"
"319","Parker Wotherspoon","PIT","D","80","1613.7333333333","3","27","12","15","30","38.46","70","4.29","2.32","159","99","36","1","6","12","55","22","20","1","1","18","118","26","162","109","112","0","0","-"
"525","Connor Dewar","PIT","C","78","1086.1","14","16","9","7","30","60.00","110","12.73","16.19","243","186","115","56","7","20","19","8","7","1","0","18","33","9","144","87","46","55","61","47.41"
"570","Bobby Brink","MIN, PHI","R","68","1030.8333333333","15","15","10","5","30","63.83","104","14.42","16.77","206","161","132","59","0","23","24","11","11","0","0","14","44","12","80","78","39","18","32","36.00"
"683","Artem Zub","OTT","D","81","1684.1833333333","5","25","13","12","30","40.00","92","5.43","3.67","223","153","58","7","3","31","57","27","26","1","0","7","78","26","66","105","120","0","0","-"
"726","Zachary Bolduc","MTL","R","78","1063.25","12","18","10","8","30","58.82","101","11.88","16.57","235","182","152","63","4","29","28","14","14","0","0","23","66","18","170","104","43","19","19","50.00"
"872","Calum Ritchie","NYI","C","65","875.3","13","17","14","3","30","78.95","80","16.25","11.93","139","114","87","52","2","13","22","11","11","0","0","7","54","9","17","56","34","114","196","36.77"
"878","Matthew Wood","NSH","R","71","874.8","17","13","10","3","30","54.55","103","16.50","12.87","192","149","120","48","0","24","14","7","7","0","0","14","41","10","53","58","25","82","124","39.81"
"895","Emmitt Finnie","DET","C","82","1271","13","17","9","8","30","53.57","120","10.83","18.73","213","177","149","96","2","22","6","3","3","0","0","22","74","24","131","86","41","48","61","44.04"
"911","Justin Hryckowian","DAL","C","81","1077.2666666667","14","16","9","7","30","68.18","83","16.87","14.43","144","126","99","72","3","20","43","17","14","3","0","18","25","26","119","109","44","189","154","55.10"
"14","Jonathan Toews","WPG","C","82","1188.1166666667","11","18","12","6","29","63.04","104","10.58","15.73","176","148","122","71","2","31","38","19","19","0","0","8","66","19","17","65","34","637","389","62.09"
"170","Jordan Martinook","CAR","L","77","1142.3666666667","12","17","9","8","29","53.70","109","11.01","15.86","249","191","138","65","9","27","35","16","15","1","0","18","45","14","112","93","50","32","41","43.84"
"462","Alex Iafallo","WPG","L","79","1231.6333333333","13","16","7","9","29","52.73","113","11.50","19","203","168","140","87","5","22","14","7","7","0","0","6","28","11","120","39","56","17","23","42.50"
"480","Charle-Edouard D'Astous","T.B","D","70","1312.65","6","23","8","15","29","45.31","80","7.50","5.42","208","125","74","10","3","25","112","41","36","2","3","19","64","21","96","141","74","0","0","-"
"483","Pius Suter","STL","C","64","1017.2","13","16","7","9","29","61.70","95","13.68","16.47","181","143","119","78","2","21","20","10","10","0","0","8","34","13","41","21","24","267","285","48.37"
"516","Rasmus Sandin","WSH","D","73","1401.6666666667","5","24","14","10","29","45.31","90","5.56","4.53","194","132","52","11","7","14","12","6","6","0","0","4","89","32","88","143","127","0","0","-"
"539","Yegor Sharangovich","CGY","C","78","1251.4333333333","15","14","9","5","29","55.77","142","10.56","17.45","303","219","146","65","6","28","12","6","6","0","0","11","55","18","21","56","31","36","64","36.00"
"622","Drew O'Connor","VAN","L","82","1196.3","17","12","10","2","29","63.04","136","12.50","20.83","269","208","159","102","6","34","47","18","16","1","1","14","62","23","77","78","26","54","57","48.65"
"702","J.J. Moser","T.B","D","79","1704.1666666667","7","22","7","15","29","29.90","111","6.31","6.59","250","170","79","17","3","18","69","22","17","3","2","28","80","22","61","159","91","0","0","-"
"709","Owen Power","BUF","D","81","1753.9","8","21","6","15","29","33.72","120","6.67","6.22","249","170","78","15","3","17","16","8","8","0","0","6","79","22","30","127","95","0","0","-"
"777","Ryan Greene","CHI","C","81","1356.2166666667","12","17","12","5","29","49.15","109","11.01","15.51","200","157","140","67","1","23","14","7","7","0","0","14","51","21","50","48","37","341","455","42.84"
"856","Easton Cowan","TOR","R","66","970.93333333333","11","18","10","8","29","59.18","93","11.83","9.84","185","143","100","40","2","16","45","17","15","1","1","18","79","13","71","63","32","2","4","33.33"
"20","David Perron","DET, OTT","L","65","882.06666666667","13","15","6","9","28","65.12","93","13.98","12.5","163","129","99","41","0","16","40","16","15","0","1","15","36","14","90","52","23","3","7","30.00"
"143","Yanni Gourde","T.B","C","82","1342","9","19","14","5","28","68.29","114","7.89","13.64","215","174","113","62","9","21","66","24","21","2","1","20","77","26","115","88","31","396","485","44.95"
"191","MacKenzie Weegar","CGY, UTA","D","79","1774.5166666667","4","24","13","11","28","40.00","154","2.60","6.58","393","234","78","6","5","35","88","29","24","2","3","6","124","32","167","161","175","0","0","-"
"213","J.T. Compher","DET","L","82","1284.7166666667","11","17","12","5","28","57.14","95","11.58","12.68","178","140","114","62","2","15","27","12","11","1","0","23","44","11","22","79","54","520","502","50.88"
"282","Gustav Forsling","FLA","D","80","1810.3","2","26","12","14","28","32.94","112","1.79","4.71","278","168","54","6","2","34","51","20","18","1","1","7","59","29","52","63","98","0","0","-"
"295","Noah Hanifin","VGK","D","71","1604.6833333333","3","25","9","16","28","37.84","135","2.22","6.39","305","197","78","14","2","32","14","7","7","0","0","2","98","36","36","123","116","0","0","-"
"325","Anthony Beauvillier","WSH","L, R","82","1295.3666666667","15","13","7","6","28","47.46","155","9.68","20.82","280","229","188","98","5","25","30","15","15","0","0","12","44","21","93","99","48","44","43","50.57"
"99","John Klingberg","S.J","D","56","1146.1333333333","10","17","4","13","27","39.13","79","12.66","4.95","225","138","69","8","2","17","24","12","12","0","0","7","76","13","46","80","62","0","0","-"
"199","Anthony Duclair","NYI","L","62","818.71666666667","12","15","9","6","27","64.29","74","16.22","9.35","152","112","86","37","1","15","12","6","6","0","0","6","27","9","9","29","42","4","6","40.00"
"231","Ryan Pulock","NYI","D","76","1582","3","24","11","13","27","42.19","93","3.23","3.54","223","141","45","4","6","20","16","8","8","0","0","2","77","27","49","109","147","0","0","-"
"481","Sean Durzi","UTA","D","60","1155.6666666667","5","22","10","12","27","54.00","82","6.10","5.14","239","142","61","15","1","21","50","16","14","0","2","10","58","11","40","97","88","0","0","-"
"487","Martin Fehérváry","WSH","D","81","1561.7833333333","5","22","7","15","27","38.03","73","6.85","4.51","168","106","58","12","2","16","39","14","12","1","1","12","54","16","110","120","174","0","0","-"
"504","Jack Drury","COL","C","82","1187.25","10","17","10","7","27","58.70","99","10.10","14.49","198","152","123","58","9","15","31","14","13","1","0","14","44","23","46","130","56","563","406","58.10"
"801","Noah Ostlund","BUF","C","60","838.13333333333","11","16","9","7","27","60.00","60","18.33","7.01","131","92","64","31","1","13","14","7","7","0","0","8","35","17","5","57","30","86","187","31.50"
"810","Shane Wright","SEA","C","74","1021.3166666667","12","15","10","5","27","56.25","97","12.37","15.28","188","157","130","66","1","26","10","5","5","0","0","5","67","12","51","84","59","217","329","39.74"
"811","Danila Yurov","MIN","R","73","970.71666666667","12","15","5","10","27","60.00","79","15.19","12.09","171","130","114","63","0","14","28","14","14","0","0","14","45","16","62","79","43","291","451","39.22"
"869","Gabe Perreault","NYR","R","49","783.33333333333","12","15","11","4","27","62.79","73","16.44","12.16","140","107","112","65","1","19","10","5","5","0","0","3","36","10","25","35","22","5","5","50.00"
"53","Reilly Smith","VGK","R","69","944.15","16","10","6","4","26","74.29","95","16.84","10.46","164","134","104","40","2","17","4","2","2","0","0","9","62","10","25","59","13","17","36","32.08"
"86","Jaden Schwartz","SEA","L","50","807.03333333333","11","15","8","7","26","66.67","82","13.41","12.56","156","120","92","52","5","17","8","4","4","0","0","1","47","25","32","43","41","32","22","59.26"
"145","Hampus Lindholm","BOS","D","67","1448.75","5","21","11","10","26","39.39","100","5.00","5.17","248","148","83","11","5","21","58","27","27","0","0","10","80","25","12","138","103","0","0","-"
"148","Brady Skjei","NSH","D","82","1853.9833333333","3","23","13","10","26","30.59","111","2.70","6.31","273","170","90","10","4","22","40","19","19","0","0","8","113","30","70","109","84","0","0","-"
"245","Aaron Ekblad","FLA","D","72","1618.4","4","22","13","9","26","32.10","97","4.12","5.65","241","155","66","10","2","21","55","26","25","1","0","13","68","20","84","52","103","0","1","0.00"
"386","Logan Stanley","BUF, WPG","D","76","1269.0166666667","9","17","7","10","26","49.06","96","9.38","4.71","260","170","66","8","0","22","128","44","34","8","2","21","66","17","110","136","84","0","0","-"
"417","Mathieu Olivier","CBJ","R","61","867.93333333333","15","11","6","5","26","57.78","94","15.96","14.94","185","152","118","66","2","15","101","22","8","11","3","18","23","12","209","45","42","2","9","18.18"
"433","Cody Glass","N.J","C","70","952.96666666667","19","7","5","2","26","60.47","105","18.10","13.46","178","145","125","61","4","24","39","14","12","1","1","15","35","8","42","70","40","486","410","54.24"
"568","Cam York","PHI","D","74","1667.65","4","22","11","11","26","31.71","89","4.49","7.11","198","139","84","28","5","16","28","14","14","0","0","8","67","20","24","115","145","0","0","-"
"694","Mason Lohrei","BOS","D","73","1234.0833333333","7","19","10","9","26","44.83","72","9.72","5.49","200","126","56","9","3","16","20","10","10","0","0","5","93","20","30","122","93","0","0","-"
"798","Simon Nemec","N.J","D","68","1337.4666666667","11","15","9","6","26","40.63","101","10.89","7.29","269","161","78","15","1","18","26","13","13","0","0","8","80","24","23","84","104","0","0","-"
"844","Braeden Bowman","VGK","R","54","763.08333333333","8","18","9","9","26","63.41","75","10.67","14.5","149","120","118","76","3","23","12","6","6","0","0","4","22","16","19","53","24","3","9","25.00"
"906","Zeev Buium","MIN, VAN","D","76","1487.8166666667","6","20","11","9","26","41.27","73","8.22","4.63","207","112","74","9","2","19","41","14","12","1","1","16","88","14","28","113","55","0","0","-"
"123","Jonathan Huberdeau","CGY","L","50","906.56666666667","10","15","9","6","25","58.14","84","11.90","12.81","165","129","104","61","4","17","41","15","13","1","1","14","58","9","30","33","30","8","10","44.44"
"124","Adam Larsson","SEA","D","82","1752.6","7","18","10","8","25","37.88","106","6.60","3.53","220","149","56","3","2","28","42","21","21","0","0","2","53","16","110","88","163","0","0","-"
"133","Joel Armia","L.A","R","67","942.15","13","12","10","2","25","73.53","91","14.29","12.19","189","136","91","40","2","13","30","15","15","0","0","6","51","30","74","46","40","34","57","37.36"
"174","Jake McCabe","TOR","D","80","1792.3833333333","5","20","10","10","25","29.41","77","6.49","3.88","178","120","50","11","6","15","64","25","22","2","1","9","86","27","104","132","190","0","0","-"
"324","Nicolas Roy","COL, TOR","C","74","1070","8","17","12","5","25","53.19","76","10.53","12.92","161","120","121","64","3","16","23","10","9","1","0","10","62","21","71","56","40","377","344","52.29"
"341","Noel Acciari","PIT","C","67","918.41666666667","13","12","7","5","25","59.52","93","13.98","13.62","165","131","117","61","4","19","25","7","5","1","1","7","22","12","65","59","62","309","285","52.02"
"351","Adam Gaudette","S.J","R","66","757.28333333333","17","8","3","5","25","71.43","96","17.71","13.27","187","145","109","58","2","21","20","10","10","0","0","6","26","13","53","56","33","133","146","47.67"
"509","Barrett Hayton","UTA","C","67","1013.2333333333","10","15","7","8","25","47.17","118","8.47","20.95","207","170","141","82","2","25","54","22","21","0","1","16","40","13","34","58","29","409","368","52.64"
"511","Jack McBain","UTA","C","75","1038.5","9","16","10","6","25","50.00","106","8.49","19.21","214","168","137","92","2","29","84","29","22","6","1","20","51","9","271","92","43","329","312","51.33"
"603","Alex Newhook","MTL","C","42","608.35","13","12","8","4","25","65.79","61","21.31","7.14","113","88","74","30","1","8","10","5","5","0","0","8","13","2","48","39","17","126","139","47.55"
"620","Louis Crevier","CHI","D","78","1336.7166666667","7","18","9","9","25","43.86","114","6.14","5.7","246","174","66","12","4","25","63","26","24","1","1","6","64","15","124","144","95","0","0","-"
"628","Connor Zary","CGY","C","74","1063.3","12","13","5","8","25","56.82","110","10.91","15.17","195","153","126","66","5","20","22","11","11","0","0","19","44","14","45","59","17","76","90","45.78"
"734","Simon Edvinsson","DET","D","72","1609.6166666667","9","16","9","7","25","32.89","88","10.23","7.02","208","138","58","20","5","12","75","31","29","1","1","16","89","26","94","173","148","0","0","-"
"842","Andrei Kuzmenko","L.A","L","52","775.61666666667","13","12","3","9","25","58.14","69","18.84","10.17","173","120","115","51","3","20","16","8","8","0","0","16","49","10","18","44","14","0","0","-"
"220","Jonathan Drouin","NYI, STL","L","64","1079.4666666667","4","20","13","7","24","54.55","87","4.60","13.74","164","139","102","48","7","8","19","4","2","1","1","9","42","14","18","30","32","114","115","49.78"
"224","Darnell Nurse","EDM","D","82","1720.2333333333","7","17","9","8","24","36.36","164","4.27","6.96","354","238","81","12","11","33","104","29","21","4","4","18","88","19","137","98","167","0","0","-"
"243","Frederic Gaudreau","SEA","C","68","1097.7666666667","7","17","11","6","24","60.00","70","10.00","9.74","157","118","74","37","5","16","11","4","3","1","0","8","36","25","35","40","52","296","385","43.47"
"277","Devon Toews","COL","D","68","1521.0833333333","3","21","9","12","24","26.97","115","2.61","7.47","240","168","79","27","3","22","32","16","16","0","0","8","64","29","26","43","83","0","0","-"
"287","Jake Evans","MTL","C","68","1044.2","12","12","5","7","24","77.42","75","16.00","14.4","157","117","89","45","8","11","38","11","9","0","2","13","48","15","89","83","50","473","372","55.98"
"405","Ross Colton","COL","C","73","913.8","9","15","10","5","24","52.17","153","5.88","19.66","300","240","160","70","7","30","13","5","4","1","0","14","51","19","159","70","25","51","57","47.22"
