"","Player","Player 2","Team","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"596","MacKenzie Weegar","Brayden Pachal","CGY","27","1.8833333333333","1","5","16.67","1","3","25.00","1","2","33.33","0","0","-","0.07","0.33","17.99","1","4","20.00","0","0","-","0","0","-","1","4","20.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","0","1","-","0","0","1","0.00"
"597","Cameron Crotty","Jordan Spence","OTT","6","1.8833333333333","0","3","0.00","0","3","0.00","0","2","0.00","0","0","-","0","0.16","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","0","1","2","0.00","0","0","1","0.00"
"598","Janis Moser","Declan Carlile","T.B","41","1.8833333333333","0","2","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0.14","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","-","0.00","0.00","0","0","1","3","0.00","0","1","1","0.00"
"599","Nick Jensen","Artem Zub","OTT","60","1.8666666666667","2","3","40.00","2","3","40.00","1","2","33.33","0","1","0.00","0.09","0.19","31.79","1","1","50.00","0","1","0.00","0","1","0.00","1","0","100.00","0","0","-","1","2","33.33","0","0","-","0.00","50.00","0.500","0","0","0","16","-","0","0","0","-"
"600","Carson Soucy","Adam Fox","NYR","26","1.8666666666667","1","3","25.00","1","2","33.33","1","2","33.33","0","0","-","0","0.14","1.40","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","1","0","0.00","0","0","1","0.00"
"601","Seth Jones","Aaron Ekblad","FLA","47","1.8666666666667","1","1","50.00","1","0","100.00","0","0","-","0","0","-","0.15","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","-","-","-","0","0","0","16","-","0","0","1","0.00"
"602","Jordan Spence","Artem Zub","OTT","72","1.8666666666667","0","2","0.00","0","2","0.00","0","1","0.00","0","0","-","0","0.13","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","1","5","0.00","0","0","1","0.00"
"603","Kaiden Guhle","Arber Xhekaj","MTL","25","1.85","0","7","0.00","0","5","0.00","0","3","0.00","0","0","-","0","0.41","0.00","0","3","0.00","0","2","0.00","0","0","-","0","1","0.00","0","0","-","0","5","0.00","0","0","-","-","100.00","1.00","0","0","0","0","-","0","0","1","0.00"
"604","Zach Bogosian","Brock Faber","MIN","41","1.8333333333333","1","2","33.33","1","1","50.00","0","1","0.00","0","0","-","0.64","0.03","95.08","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","11","-","0","0","0","-"
"605","Nick Leddy","Timothy Liljegren","S.J","12","1.8333333333333","1","2","33.33","1","2","33.33","1","1","50.00","0","0","-","0.03","0.24","10.88","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","0","1","0","3","-","0","1","0","-"
"606","Shea Theodore","Rasmus Andersson","VGK","32","1.8166666666667","1","4","20.00","1","3","25.00","0","1","0.00","0","0","-","0.13","0.55","18.70","1","4","20.00","0","2","0.00","0","0","-","1","2","33.33","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","2","4","0.00","0","0","2","0.00"
"607","Luke Schenn","Mattias Samuelsson","BUF","2","1.8","3","1","75.00","3","1","75.00","2","1","66.67","0","0","-","0.49","0.16","75.49","3","1","75.00","2","1","66.67","0","0","-","1","0","100.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","0","3","-","1","0","1","50.00"
"608","Brayden McNabb","Rasmus Andersson","VGK","25","1.8","0","3","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.07","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","1","6","0.00","0","0","1","0.00"
"609","Jacob Middleton","Daemon Hunt","MIN","26","1.8","0","9","0.00","0","6","0.00","0","5","0.00","0","2","0.00","0","0.72","0.00","0","8","0.00","0","2","0.00","0","1","0.00","0","6","0.00","0","1","0.00","0","1","0.00","0","0","-","-","60.00","0.60","0","0","0","3","-","0","0","1","0.00"
"610","Zach Bogosian","Daemon Hunt","MIN","9","1.7833333333333","0","3","0.00","0","3","0.00","0","2","0.00","0","0","-","0","0.09","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","3","0.00","0","0","-","-","100.00","1.00","0","0","0","2","-","0","1","0","-"
"611","Logan Stanley","Neal Pionk","WPG","39","1.7833333333333","1","2","33.33","1","1","50.00","0","1","0.00","0","0","-","0.05","0.07","41.29","1","2","33.33","0","0","-","0","0","-","1","2","33.33","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","4","6","0.00","0","1","4","0.00"
"612","Nick DeSimone","Sean Durzi","UTA","31","1.7833333333333","0","4","0.00","0","4","0.00","0","2","0.00","0","1","0.00","0","0.27","0.00","0","3","0.00","0","0","-","0","0","-","0","3","0.00","0","1","0.00","0","1","0.00","0","0","-","-","50.00","0.50","0","0","0","4","-","0","0","0","-"
"613","Egor Zamula","Jamie Drysdale","PHI","13","1.7666666666667","0","4","0.00","0","3","0.00","0","2","0.00","0","1","0.00","0","0.5","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","-","50.00","0.50","0","0","1","0","0.00","0","0","1","0.00"
"614","Nick Leddy","Vincent Iorio","S.J","8","1.7333333333333","1","4","20.00","1","3","25.00","1","2","33.33","1","0","100.00","0.08","0.25","24.91","1","2","33.33","0","1","0.00","0","0","-","1","1","50.00","1","0","100.00","1","2","33.33","0","0","-","100.00","100.00","2.000","1","1","0","0","100.00","1","1","0","100.00"
"615","Jackson LaCombe","Olen Zellweger","ANA","76","1.7333333333333","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.14","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","6","-","0","1","1","0.00"
"616","Kris Letang","Erik Karlsson","PIT","70","1.7","1","2","33.33","1","1","50.00","1","1","50.00","0","0","-","0.01","0.14","3.69","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","0.00","100.00","1.000","0","0","0","35","-","0","0","0","-"
"617","Alex Petrovic","Miro Heiskanen","DAL","50","1.7","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.03","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","0","1","8","0.00","0","0","1","0.00"
"618","Noah Juulsen","Egor Zamula","PHI","9","1.7","1","1","50.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"619","Brett Kulak","Jake Walman","EDM","17","1.6833333333333","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0.09","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","4","-","0","0","0","-"
"620","Erik Gudbranson","Dante Fabbro","CBJ","29","1.65","0","2","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.19","0.00","0","2","0.00","0","2","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","0","-","0","0","0","-"
"621","Brett Pesce","Johnathan Kovacevic","N.J","13","1.65","1","5","16.67","1","3","25.00","0","0","-","0","0","-","0.24","0.2","54.73","1","2","33.33","1","0","100.00","0","0","-","0","2","0.00","0","0","-","0","3","0.00","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"622","Nikita Zadorov","Jordan Harris","BOS","8","1.65","1","1","50.00","1","1","50.00","1","1","50.00","0","0","-","0.2","0.15","57.45","1","1","50.00","1","1","50.00","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","1","1","0.00","0","0","1","0.00"
"623","Jayden Struble","Arber Xhekaj","MTL","42","1.65","1","1","50.00","0","1","0.00","0","1","0.00","0","0","-","0","0.04","0.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","1","1","0","0.00","0","2","1","0.00"
"624","Jackson LaCombe","Pavel Mintyukov","ANA","73","1.6333333333333","0","3","0.00","0","3","0.00","0","2","0.00","0","1","0.00","0","0.37","0.00","0","3","0.00","0","0","-","0","0","-","0","3","0.00","0","1","0.00","0","1","0.00","0","0","-","-","50.00","0.50","0","0","1","3","0.00","0","0","2","0.00"
"625","Zach Werenski","Jake Christiansen","CBJ","35","1.6166666666667","0","5","0.00","0","5","0.00","0","5","0.00","0","1","0.00","0","1.04","0.00","0","5","0.00","0","4","0.00","0","1","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","80.00","0.80","0","1","1","0","0.00","0","1","1","0.00"
"626","Alex Vlasic","Ethan Del Mastro","CHI","18","1.6166666666667","0","2","0.00","0","1","0.00","0","0","-","0","0","-","0","0.11","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","3","-","0","0","0","-"
"627","Kris Letang","Connor Clifton","PIT","42","1.6","0","5","0.00","0","4","0.00","0","2","0.00","0","0","-","0","0.38","0.00","0","4","0.00","0","1","0.00","0","0","-","0","3","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","1","-","0","0","0","-"
"628","Travis Hamonic","Jacob Bernard-Docker","DET","9","1.5833333333333","0","4","0.00","0","2","0.00","0","1","0.00","0","0","-","0","0.17","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","4","0.00","0","0","-","-","100.00","1.00","0","1","1","1","0.00","0","1","1","0.00"
"629","Zach Whitecloud","Hunter Brzustewicz","CGY","19","1.5833333333333","3","1","75.00","3","0","100.00","2","0","100.00","0","0","-","0.46","0","100.00","2","1","66.67","1","0","100.00","0","0","-","1","1","50.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","1","0","0","0","100.00","1","1","0","100.00"
"630","Matt Grzelcyk","Alex Vlasic","CHI","68","1.5666666666667","0","3","0.00","0","3","0.00","0","3","0.00","0","0","-","0","0.32","0.00","0","3","0.00","0","1","0.00","0","0","-","0","2","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","9","-","0","0","0","-"
"631","Jordan Harris","Jonathan Aspirot","BOS","2","1.5666666666667","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.08","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","1","0","2","-","0","1","0","-"
"632","Moritz Seider","Axel Sandin-Pellikka","DET","68","1.5666666666667","3","2","60.00","3","0","100.00","3","0","100.00","0","0","-","0.21","0","100.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","3","1","75.00","0","0","-","0.00","-","0.00","0","0","1","3","0.00","0","0","1","0.00"
"633","Steven Santini","Declan Carlile","T.B","11","1.55","0","3","0.00","0","2","0.00","0","2","0.00","0","0","-","0","0.22","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","1","2","0.00","0","0","1","0.00"
"634","Emil Andrae","Jamie Drysdale","PHI","57","1.55","0","3","0.00","0","3","0.00","0","1","0.00","0","1","0.00","0","0.2","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","-","0.00","0.00","0","2","0","0","-","0","2","0","-"
"635","Philippe Myers","Troy Stecher","TOR","24","1.5333333333333","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0.09","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","1","8","0.00","0","0","1","0.00"
"636","Olli Maatta","Hunter Brzustewicz","CGY","16","1.5166666666667","1","3","25.00","1","1","50.00","1","1","50.00","0","0","-","0.08","0.08","48.59","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","1","2","33.33","0","0","-","0.00","100.00","1.000","0","0","0","1","-","0","1","0","-"
"637","Mikhail Sergachev","Sean Durzi","UTA","56","1.5166666666667","1","1","50.00","1","1","50.00","0","1","0.00","0","1","0.00","0.04","0.05","43.16","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","1","0.00","2","2","50.00","0","0","-","-","0.00","0.00","1","0","2","1","33.33","1","0","2","33.33"
"638","Noah Dobson","Jayden Struble","MTL","57","1.5166666666667","0","3","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.18","0.00","0","3","0.00","0","1","0.00","0","0","-","0","2","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","1","0","0.00","0","0","2","0.00"
"639","Mattias Ekholm","Connor Murphy","EDM","20","1.4833333333333","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.12","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","10","-","0","0","0","-"
"640","Elias Pettersson","Victor Mancini","VAN","18","1.4833333333333","1","1","50.00","1","1","50.00","1","1","50.00","0","0","-","0","0.06","2.17","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","0","0","-","0","0","0","-"
"641","Luke Schenn","Owen Power","BUF","4","1.4666666666667","0","3","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.15","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","2","-","0","0","1","0.00"
"642","Oliver Ekman-Larsson","Dakota Mermis","TOR","11","1.4666666666667","1","2","33.33","1","2","33.33","1","2","33.33","0","0","-","0.01","0.18","4.93","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","0","2","-","0","0","0","-"
"643","Jacob Trouba","Tyson Hinds","ANA","6","1.4666666666667","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","1","2","0.00","0","0","1","0.00"
"644","Tyler Myers","Pierre-Olivier Joseph","VAN","21","1.45","1","3","25.00","1","3","25.00","0","3","0.00","0","2","0.00","0.04","0.2","18.38","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","1","0.00","1","1","50.00","0","1","0.00","-","33.33","0.33","0","0","0","3","-","0","0","1","0.00"
"645","Tyler Myers","Tom Willander","VAN","45","1.45","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.06","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","1","-","0","1","1","0.00"
"646","Dmitry Orlov","Vincent Desharnais","S.J","53","1.45","0","1","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0.14","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","1","0.00","0","2","0.00","0","0","-","-","0.00","0.00","0","1","3","9","0.00","0","1","3","0.00"
"647","Ryan Graves","Ryan Shea","PIT","21","1.45","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","1","5","0.00","1","0","1","50.00"
"648","Pierre-Olivier Joseph","Victor Mancini","VAN","5","1.45","0","4","0.00","0","4","0.00","0","4","0.00","0","1","0.00","0","0.37","0.00","0","3","0.00","0","1","0.00","0","1","0.00","0","2","0.00","0","0","-","0","1","0.00","0","0","-","-","75.00","0.75","0","0","0","1","-","0","0","0","-"
"649","Nick Perbix","Justin Barron","NSH","52","1.45","0","2","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","7","-","0","0","0","-"
"650","Jeff Petry","Viking Gustafsson-Nyberg","MIN","2","1.4333333333333","0","4","0.00","0","3","0.00","0","1","0.00","0","0","-","0","0.19","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","3","0.00","0","0","-","-","100.00","1.00","0","0","0","1","-","0","0","0","-"
"651","Brady Skjei","Justin Barron","NSH","52","1.4333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","1","0.00"
"652","Darnell Nurse","Troy Stecher","EDM","6","1.4333333333333","0","2","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.33","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","3","-","0","0","0","-"
"653","Ethan Del Mastro","Artyom Levshunov","CHI","10","1.4333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.04","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","3","-","0","0","0","-"
"654","Trevor van Riemsdyk","Declan Chisholm","WSH","17","1.4166666666667","1","1","50.00","1","1","50.00","1","0","100.00","0","0","-","0.01","0.05","14.76","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","0.00","-","0.00","0","0","0","1","-","0","0","0","-"
"655","Dante Fabbro","Jake Christiansen","CBJ","35","1.4166666666667","0","7","0.00","0","4","0.00","0","4","0.00","0","1","0.00","0","1.21","0.00","0","5","0.00","0","5","0.00","0","1","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","-","75.00","0.75","0","0","1","1","0.00","0","0","1","0.00"
"656","Logan Stanley","Rasmus Dahlin","BUF","16","1.4166666666667","0","2","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0","0.09","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","2","0.00","0","1","0.00","-","50.00","0.50","0","0","1","0","0.00","0","0","1","0.00"
"657","Adam Boqvist","Matthew Schaefer","NYI","28","1.4166666666667","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.05","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","1","0","0","1","100.00","1","0","0","100.00"
"658","Luke Schenn","Logan Stanley","BUF","4","1.4","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.06","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","2","-","0","0","0","-"
"659","Mattias Ekholm","Brett Kulak","EDM","31","1.4","0","3","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0","0.34","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","1","0.00","-","50.00","0.50","0","0","0","5","-","0","0","0","-"
"660","Ben Hutton","Kaedan Korczak","VGK","51","1.4","0","3","0.00","0","3","0.00","0","0","-","0","0","-","0","0.25","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","-","-","0","2","0","1","-","0","2","0","-"
